"","Season","League","Team","Playoffs","win_loss_pct","fg","fg2","fg3","ft","pf","age","fg_pct","fga","fg3_pct","fg3a","ft_pct","orb","drb","ast","stl","tov","off_rtg","def_rtg","pace","ts_pct","efg_pct","opp_efg_pct","sos"
"1141","1981-82","NBA","Kansas City Kings","No",0.366,44,43.6,0.3,18.9,28.8,24,0.495,88.8,0.2,1.6,0.719,13.2,27.8,25.1,9.1,18.4,104.2,107.2,101.8,0.533,0.497,0.504,-0.15
"1142","1981-82","NBA","Dallas Mavericks","No",0.341,41.3,40.7,0.7,21.2,26.7,24.4,0.469,88.1,0.289,2.3,0.735,14.8,27.2,25.8,6.9,16.1,105.9,110.4,98.5,0.519,0.473,0.51,-0.06
"1143","1981-82","NBA","Utah Jazz","No",0.305,44.9,44.6,0.3,20.9,26.8,24.9,0.494,90.8,0.227,1.2,0.751,14,28.8,23.1,8.5,17.5,106.2,111.7,103.9,0.538,0.496,0.513,0.03
"1144","1981-82","NBA","Los Angeles Lakers","Yes",0.695,47.8,47.6,0.2,18.9,24.4,26.8,0.517,92.5,0.138,1.1,0.717,15.3,30.5,28.7,10.3,17.9,110.2,105.5,103.1,0.551,0.518,0.493,-0.5
"1145","1981-82","NBA","Seattle SuperSonics","Yes",0.634,42.7,42.3,0.5,21.3,25.1,26.4,0.488,87.5,0.248,1.9,0.74,13.5,31,25.6,8.4,16.5,106.4,102.3,100,0.535,0.491,0.464,-0.45
"1146","1981-82","NBA","Phoenix Suns","Yes",0.561,42.8,42.1,0.7,19.9,24.7,26.4,0.491,87.1,0.31,2.1,0.758,13.7,30.7,27.1,9.2,18.6,105.8,102.4,99.5,0.538,0.495,0.47,-0.4
"1147","1981-82","NBA","Golden State Warriors","No",0.549,44.5,43.4,1.1,20.8,27.1,25.1,0.496,89.6,0.28,4,0.717,15.6,29.9,22.2,8.4,17.4,108.8,107.7,101.4,0.541,0.502,0.493,-0.24
"1148","1981-82","NBA","Portland Trail Blazers","No",0.512,44.3,43.9,0.4,21,24.5,24.7,0.505,87.6,0.207,1.7,0.72,13.9,28.7,25,8.6,17,108.8,108.2,100.5,0.547,0.507,0.502,-0.21
"1149","1981-82","NBA","San Diego Clippers","No",0.207,43.3,42.1,1.2,20.6,28.7,25.4,0.5,86.6,0.293,4.1,0.723,13.8,26.8,22.9,7.8,19.1,106.6,113.8,101.4,0.547,0.507,0.529,0.34
"1150","1980-81","NBA","Boston Celtics","Yes",0.756,43.7,42.9,0.8,21.7,24.3,27,0.504,86.6,0.27,2.9,0.752,14.1,29.6,26.9,8.3,19.2,108.4,102.6,100.8,0.553,0.509,0.464,0.17
"1151","1980-81","NBA","Philadelphia 76ers","Yes",0.756,44.3,44.1,0.2,22.7,25.1,27.2,0.514,86.3,0.226,1,0.768,13.3,31.9,28.9,10.5,20.8,107,99.5,103.4,0.562,0.515,0.454,-0.09
"1152","1980-81","NBA","New York Knicks","Yes",0.61,42.7,42.1,0.7,21.7,23.4,25.1,0.483,88.5,0.237,2.9,0.747,13.9,26.9,24.1,10.5,17.8,106,104.4,101,0.533,0.487,0.504,0.38
"1153","1980-81","NBA","Washington Bullets","No",0.476,43.3,42.5,0.8,18.3,23.1,28.6,0.472,91.7,0.27,2.9,0.723,14.1,30.9,26.2,7.8,17.3,102.7,102.7,102.4,0.514,0.476,0.472,0.41
"1154","1980-81","NBA","New Jersey Nets","No",0.293,42.4,42,0.4,21.7,26.9,25.2,0.475,89.2,0.246,1.7,0.751,13.3,29,25.2,9.1,20.3,101,106.7,105.2,0.525,0.478,0.506,0.87
"1155","1980-81","NBA","Milwaukee Bucks","Yes",0.732,45.4,45,0.4,22,26.8,26.6,0.498,91.1,0.229,1.6,0.77,15.4,29.4,28.3,10.5,19.3,108.7,101.8,103.6,0.546,0.5,0.461,-0.13
"1156","1980-81","NBA","Chicago Bulls","Yes",0.549,42.2,41.7,0.5,24.2,25.1,26.5,0.501,84.2,0.212,2.2,0.774,15,30.2,23.5,8.9,20.4,107.8,105.8,100.6,0.556,0.504,0.493,0.37
"1157","1980-81","NBA","Indiana Pacers","Yes",0.537,42.6,42.2,0.4,22.1,24.5,26,0.482,88.4,0.178,2.1,0.715,16.2,27.6,25.5,10.2,18.2,106.4,105,100.9,0.528,0.484,0.492,0.32
"1158","1980-81","NBA","Atlanta Hawks","No",0.378,40.1,40,0.1,24.5,27.8,26.8,0.479,83.7,0.122,1,0.777,14.6,27.1,22.5,9.1,19.6,104.3,107.3,99.4,0.537,0.48,0.498,0.73
"1159","1980-81","NBA","Cleveland Cavaliers","No",0.341,43.4,42.5,0.9,18.1,24.3,25.7,0.467,92.8,0.289,3,0.778,15.3,27.4,24.5,7.7,17,104.3,109.1,100.8,0.513,0.472,0.507,0.7
"1160","1980-81","NBA","Detroit Pistons","No",0.256,39.5,39.3,0.2,20.6,25.9,24.3,0.463,85.2,0.155,1,0.725,14.6,25.7,22.2,10.8,21.5,98.1,104.3,101.2,0.51,0.464,0.512,0.74
"1161","1980-81","NBA","San Antonio Spurs","Yes",0.634,43.5,43.4,0.2,25,25.8,26.7,0.491,88.7,0.176,1,0.769,15.9,31.5,25,8.4,18.7,108.5,105.7,102.9,0.545,0.492,0.475,-0.7
"1162","1980-81","NBA","Kansas City Kings","Yes",0.488,43.6,43,0.6,19.2,25.5,26.2,0.5,87.2,0.292,2,0.714,12.6,29.9,27.7,8.8,17.7,104.7,104.7,101.3,0.54,0.503,0.483,-0.51
"1163","1980-81","NBA","Houston Rockets","Yes",0.488,43.6,43.3,0.3,20.9,23.2,26.8,0.487,89.5,0.178,1.4,0.77,14.8,28.6,25.6,8.6,17.7,107,106.7,100.5,0.534,0.489,0.496,-0.53
"1164","1980-81","NBA","Denver Nuggets","No",0.451,46.1,45.8,0.4,29.1,25.7,26.8,0.475,97.1,0.207,1.8,0.783,16.2,30.5,24.8,8.8,17.6,109.4,109.8,109.8,0.537,0.477,0.509,-0.47
"1165","1980-81","NBA","Utah Jazz","No",0.341,40.6,40.1,0.5,19.5,25.7,25.3,0.488,83.2,0.258,2,0.767,11.7,28.4,23.8,7.8,17.4,103.4,109.4,97.7,0.536,0.491,0.492,-0.1
"1166","1980-81","NBA","Dallas Mavericks","No",0.183,39.1,38.5,0.6,22.8,24.5,24.8,0.462,84.5,0.279,2,0.751,13.5,26.5,24.2,6.8,17.5,102.4,110.8,98.6,0.519,0.466,0.516,0.07
"1167","1980-81","NBA","Phoenix Suns","Yes",0.695,43.7,43.3,0.4,22.1,24.3,25.7,0.49,89.3,0.217,2,0.745,15,30.4,26.9,10.7,21.1,104.6,99.4,104.7,0.537,0.492,0.471,-0.68
"1168","1980-81","NBA","Los Angeles Lakers","Yes",0.659,46.1,45.9,0.2,18.8,23.8,27,0.512,90,0.181,1.1,0.729,14.2,30.4,28.8,9.9,19,107.6,103.9,102.7,0.548,0.513,0.468,-0.57
"1169","1980-81","NBA","Portland Trail Blazers","Yes",0.549,45.6,45.3,0.3,19.2,24.8,25.7,0.496,91.9,0.169,1.8,0.718,15.2,29.1,27.4,9.4,18.5,106.5,105.7,103,0.534,0.498,0.49,-0.37
"1170","1980-81","NBA","Golden State Warriors","No",0.476,43.4,42.7,0.7,22.3,26.3,24.4,0.489,88.8,0.286,2.6,0.727,17.1,28.9,24.7,7.5,18.9,108.5,109.7,101,0.537,0.493,0.507,-0.23
"1171","1980-81","NBA","San Diego Clippers","No",0.439,42.4,40.8,1.6,20.1,25.3,27.6,0.477,88.8,0.324,5,0.735,14.3,26.1,25.6,9.3,17.2,106,107.6,100.2,0.528,0.486,0.507,-0.2
"1172","1980-81","NBA","Seattle SuperSonics","No",0.415,40.8,40.4,0.4,22.1,24.2,26.8,0.468,87.1,0.274,1.4,0.763,14.2,29.7,23.7,7.7,18.6,103.2,104.8,100.3,0.521,0.47,0.468,-0.2
"1173","1979-80","NBA","Boston Celtics","Yes",0.744,44.1,42.1,2,23.3,24.1,27.3,0.49,90.1,0.384,5.1,0.779,15,30,26.8,9.9,18.8,109.4,101.9,102.6,0.55,0.501,0.475,-0.42
"1174","1979-80","NBA","Philadelphia 76ers","Yes",0.72,43,42.6,0.3,22.9,22.7,27,0.492,87.3,0.216,1.5,0.772,14.5,32.1,27.1,9.7,20.8,105,101,103,0.544,0.494,0.46,-0.18
"1175","1979-80","NBA","Washington Bullets","Yes",0.476,43.6,42.7,0.9,18.9,23.1,29,0.458,95.1,0.307,2.9,0.758,16.3,33.2,26.8,6.5,16.8,103.2,105.7,102.6,0.504,0.463,0.469,0.28
"1176","1979-80","NBA","New York Knicks","No",0.476,46.4,45.9,0.5,20.7,26.4,24.1,0.496,93.6,0.22,2.3,0.747,15.1,28.1,27.6,10.7,19.7,106.5,107.5,106.5,0.539,0.498,0.498,0.19
"1177","1979-80","NBA","New Jersey Nets","No",0.415,42.1,41.1,1,23,26.6,26.1,0.461,91.5,0.285,3.6,0.782,15,30.9,25.5,10.6,20.8,101.5,102.5,106.1,0.518,0.466,0.472,0.19
"1178","1979-80","NBA","Atlanta Hawks","Yes",0.61,39.8,39.6,0.2,24.9,28,26.1,0.464,85.7,0.173,0.9,0.771,16.7,29.3,23.3,9.5,18.2,105.2,102.3,98.9,0.523,0.465,0.461,-0.09
"1179","1979-80","NBA","Houston Rockets","Yes",0.5,43.9,42.6,1.3,21.7,23.5,27.3,0.48,91.4,0.274,4.6,0.766,17,27,26.2,9.5,19.1,108.1,108,101.2,0.533,0.487,0.499,0.1
"1180","1979-80","NBA","San Antonio Spurs","Yes",0.5,47,46.4,0.6,24.7,25.6,26.9,0.498,94.4,0.252,2.5,0.801,14.1,30.7,28.4,9.4,19.4,108.6,109,109.5,0.553,0.502,0.506,0.13
"1181","1979-80","NBA","Indiana Pacers","No",0.451,44.4,43.3,1.1,21.4,24.1,25.3,0.473,93.8,0.28,3.8,0.751,17,28.4,26.2,11,18.5,105.5,106.2,104.4,0.523,0.479,0.493,0.16
"1182","1979-80","NBA","Cleveland Cavaliers","No",0.451,46.5,46,0.4,20.8,23.6,27.4,0.474,98.1,0.193,2.3,0.772,15.9,29,25.7,9.3,16.7,106.7,106.4,105.6,0.519,0.476,0.505,0.09
"1183","1979-80","NBA","Detroit Pistons","No",0.195,44.4,43.7,0.7,19.4,25.2,24.7,0.48,92.6,0.26,2.7,0.74,15,29.5,23.8,9.5,21.2,101.2,108.8,107.1,0.523,0.483,0.499,0.67
"1184","1979-80","NBA","Milwaukee Bucks","Yes",0.598,44.9,44.3,0.6,19.6,23.6,25.3,0.488,92.1,0.323,1.9,0.764,15.2,29.2,27.8,9.5,18.2,106.8,102.9,102.4,0.532,0.491,0.467,-0.37
"1185","1979-80","NBA","Kansas City Kings","Yes",0.573,43.7,43.4,0.3,20.4,26,25.5,0.478,91.3,0.219,1.4,0.743,14.5,29.6,25.9,10.5,17.5,104,101,103.2,0.522,0.48,0.479,-0.32
"1186","1979-80","NBA","Denver Nuggets","No",0.366,42.2,41.2,1,22.8,23.4,27.1,0.463,91.1,0.325,3.1,0.737,16,30.8,25.4,9.1,18.7,103.4,107.6,103.9,0.517,0.469,0.497,0.2
"1187","1979-80","NBA","Chicago Bulls","No",0.366,41,40.1,0.9,24.6,26.2,25.9,0.484,84.7,0.255,3.4,0.779,13.6,30.1,26.2,8.6,20.5,104.3,107,101.8,0.545,0.489,0.5,0.08
"1188","1979-80","NBA","Utah Jazz","No",0.293,41.2,40.5,0.7,19.2,24.5,26.1,0.496,83.1,0.319,2.3,0.809,11.8,28.8,24.5,8,18.8,104.2,110.4,97.6,0.547,0.5,0.5,0.31
"1189","1979-80","NBA","Los Angeles Lakers","Yes",0.732,47.5,47.3,0.2,19.8,21.8,26.2,0.529,89.9,0.2,1.2,0.775,13.2,32.4,29.4,9.4,20,109.5,103.9,104.1,0.569,0.53,0.475,-0.51
"1190","1979-80","NBA","Seattle SuperSonics","Yes",0.683,43.3,42.6,0.7,21.1,22.7,27,0.47,92.3,0.312,2.3,0.768,16.8,31.1,24.9,9.1,18.2,105.8,101.2,101.8,0.52,0.474,0.463,-0.42
"1191","1979-80","NBA","Phoenix Suns","Yes",0.671,43.5,42.7,0.8,23.2,22.6,26.5,0.493,88.2,0.243,3.4,0.773,13.1,30,27.8,11.1,19.9,105.6,102.2,104.8,0.548,0.498,0.483,-0.35
"1192","1979-80","NBA","Portland Trail Blazers","Yes",0.463,41.6,41.2,0.3,19,23.9,26.3,0.476,87.4,0.197,1.6,0.743,15.8,29.4,23.1,8.6,18.9,103.4,104.3,98.6,0.519,0.477,0.482,-0.05
"1193","1979-80","NBA","San Diego Clippers","No",0.427,43,40.8,2.2,19.5,23.1,27.6,0.47,91.4,0.326,6.6,0.736,15.8,28.1,20.6,8.1,17.6,105.7,109.8,101.4,0.522,0.482,0.503,0.18
"1194","1979-80","NBA","Golden State Warriors","No",0.293,43,42.7,0.3,17.2,25.4,26.3,0.482,89.2,0.223,1.5,0.738,14.1,29.7,24.7,9.5,18.2,102,106.3,100.5,0.52,0.484,0.498,0.2
"1195","2022","WNBA","Chicago Sky","Yes",0.722,32.7,25.4,7.2,13.7,16.2,30,0.481,67.9,0.345,20.9,0.823,7.2,27.6,24.3,7.3,13.8,107.7,101.5,79.2,0.574,0.535,0.483,-0.15
"1196","2022","WNBA","Connecticut Sun","Yes",0.694,31.9,25.5,6.4,15.7,17.1,28,0.462,69,0.354,18,0.789,10.2,26.9,21.1,8.9,14.4,108.5,98.3,78.5,0.552,0.508,0.494,-0.8
"1197","2022","WNBA","Washington Mystics","Yes",0.611,29.3,21.7,7.6,14,15.9,28,0.439,66.8,0.338,22.5,0.784,8,26.9,20.3,7.6,12.8,103.5,97.8,76.7,0.538,0.496,0.485,-0.55
"1198","2022","WNBA","New York Liberty","Yes",0.444,28.8,19.1,9.7,12.4,18.2,26.9,0.431,66.8,0.351,27.6,0.823,7,27.3,20.7,6.1,14.6,101.1,104.1,77.9,0.543,0.504,0.469,0.42
"1199","2022","WNBA","Atlanta Dream","No",0.389,28.8,21.2,7.5,13.5,19.5,26.2,0.42,68.4,0.351,21.4,0.777,8.6,26.8,17.6,7.8,15.2,98.1,101.8,79.5,0.516,0.475,0.494,0.02
"1200","2022","WNBA","Indiana Fever","No",0.139,28.4,21.6,6.8,14.4,20,25.4,0.409,69.4,0.338,20.1,0.746,9.8,23.5,18,7.2,15.1,96.6,110.3,80.2,0.5,0.458,0.526,1.06
"1201","2022","WNBA","Las Vegas Aces","Yes",0.722,32.3,22.8,9.5,16.3,15.8,26.9,0.46,70.3,0.361,26.4,0.823,6.9,28.4,20.8,7.7,11.1,111.9,104,80.6,0.573,0.528,0.502,-0.59
"1202","2022","WNBA","Seattle Storm","Yes",0.611,30.4,21.2,9.3,12.4,15.6,29.7,0.442,68.8,0.361,25.6,0.825,7.8,25.8,22.6,8.3,12.8,104.9,99.7,78.3,0.547,0.509,0.485,-0.2
"1203","2022","WNBA","Dallas Wings","Yes",0.5,29.7,21.9,7.8,15.9,18.8,25.4,0.435,68.2,0.343,22.6,0.764,9.6,24.3,18.8,7.1,12.7,106.6,106.3,77.6,0.536,0.492,0.514,-0.16
"1204","2022","WNBA","Phoenix Mercury","Yes",0.417,28.6,19.8,8.8,15.2,19.8,29.9,0.429,66.5,0.329,26.7,0.817,6.8,24.3,19.2,7.4,13.3,102.6,106.4,78.2,0.543,0.495,0.501,0.04
"1205","2022","WNBA","Minnesota Lynx","No",0.389,30.2,23.4,6.8,15.2,16.9,28.5,0.45,67.1,0.348,19.6,0.784,8.9,28,20.6,6.1,14.6,104.4,106.3,78.4,0.545,0.501,0.503,0.29
"1206","2022","WNBA","Los Angeles Sparks","No",0.361,29.8,24.4,5.4,14.4,18.3,27.2,0.446,66.9,0.32,16.9,0.786,6.9,23.4,18.9,8.6,13.8,99.6,108.6,79.5,0.53,0.487,0.532,0.62
"1207","2021","WNBA","Connecticut Sun","Yes",0.813,29.2,22.2,7,14.4,17.8,28.3,0.444,65.6,0.356,19.6,0.816,9.7,26.9,18,7.8,13.9,106.9,93.7,74,0.543,0.497,0.459,-0.95
"1208","2021","WNBA","Chicago Sky","Yes",0.5,30.8,23.5,7.3,14.3,19,28.4,0.441,69.9,0.343,21.2,0.845,8.3,26.7,21.8,7,13.8,102.9,101.3,79.6,0.538,0.493,0.48,-0.22
"1209","2021","WNBA","New York Liberty","Yes",0.375,28.3,18.2,10,11.9,17.9,25.7,0.428,66.1,0.362,27.7,0.813,6.2,27.1,19.2,6.1,16.2,97,105.7,80.6,0.541,0.504,0.488,0.71
"1210","2021","WNBA","Washington Mystics","No",0.375,28.4,19.4,9,14,17.2,28.7,0.41,69.2,0.328,27.4,0.808,8.1,25.2,18.6,6.9,12.3,101.5,106.4,78.3,0.519,0.475,0.52,0.26
"1211","2021","WNBA","Atlanta Dream","No",0.25,30.6,24.5,6.1,11.3,18.4,27.4,0.417,73.5,0.31,19.8,0.72,9.7,24.4,17.4,8.9,11,99.3,106.4,78.6,0.489,0.459,0.52,0.24
"1212","2021","WNBA","Indiana Fever","No",0.188,28.4,23.5,4.9,13.6,17.8,27.3,0.417,68.2,0.284,17.3,0.8,9.6,24.8,16.7,6.3,13.8,97.4,110.1,77.3,0.498,0.453,0.517,0.85
"1213","2021","WNBA","Las Vegas Aces","Yes",0.75,33.1,28.1,5.1,17.9,14.2,26.4,0.472,70.2,0.375,13.5,0.819,7.3,31.3,20.8,6.8,11.6,109.1,98,80.8,0.559,0.508,0.464,-0.62
"1214","2021","WNBA","Minnesota Lynx","Yes",0.688,30.7,23.9,6.8,14.6,17.5,27.6,0.458,67.1,0.34,19.8,0.837,7.3,27.7,20.4,6.8,14,104.2,99.1,78.7,0.553,0.508,0.476,-0.37
"1215","2021","WNBA","Seattle Storm","Yes",0.656,31,22.4,8.6,14.2,15.5,28.1,0.45,68.9,0.38,22.6,0.839,7.2,28.4,21.3,7.5,12.3,106.3,100.7,78.2,0.556,0.512,0.483,-0.63
"1216","2021","WNBA","Phoenix Mercury","Yes",0.594,29.5,22,7.5,15.5,16.3,28.4,0.45,65.7,0.346,21.8,0.798,8,28.2,19.7,4.8,12.8,106.5,103.2,76.4,0.553,0.507,0.466,-0.12
"1217","2021","WNBA","Dallas Wings","Yes",0.438,29.7,21.5,8.2,13.6,18.4,24.8,0.42,70.7,0.354,23.1,0.829,10,26.1,17.3,6.8,12.8,104.3,105,77.2,0.521,0.477,0.505,0.3
"1218","2021","WNBA","Los Angeles Sparks","No",0.375,27,20.3,6.8,11.9,19.3,27.5,0.411,65.8,0.335,20.1,0.766,6.1,23.2,15.4,8.3,13.2,93.7,99.3,77.1,0.501,0.462,0.476,0.55
"1219","2020","WNBA","Chicago Sky","Yes",0.545,33.5,25.9,7.6,12.1,18,27.2,0.491,68.2,0.351,21.6,0.817,7.3,26.3,21.8,7.5,14.9,107.6,104.3,80.7,0.58,0.547,0.503,-0.22
"1220","2020","WNBA","Connecticut Sun","Yes",0.455,29.7,23.8,5.9,15.1,18.8,27.5,0.427,69.5,0.311,19,0.755,10,25.5,18.3,9.2,13.3,101.7,101.1,78.6,0.513,0.469,0.495,-0.04
"1221","2020","WNBA","Washington Mystics","Yes",0.409,29.6,21.3,8.3,12.4,17,27.1,0.433,68.5,0.341,24.4,0.825,7.3,24.1,19.7,7.9,12.1,103.5,105.5,76.4,0.532,0.493,0.524,0.13
"1222","2020","WNBA","Atlanta Dream","No",0.318,31.4,25.5,5.9,12.2,18.5,25.8,0.442,71,0.35,16.9,0.758,9,25.8,16.9,6.9,14.4,100.1,108.4,80,0.518,0.484,0.513,0.56
"1223","2020","WNBA","Indiana Fever","No",0.273,29.5,22.5,6.9,15.9,17.7,25.5,0.441,66.7,0.345,20,0.819,9,24.7,19.2,5.1,15,104,114,78.5,0.543,0.493,0.521,0.66
"1224","2020","WNBA","New York Liberty","No",0.091,24.5,17,7.6,15.2,19.1,24.3,0.372,66,0.277,27.4,0.823,8,27.8,14.9,6.3,16.8,88.6,105.9,81.1,0.485,0.43,0.491,1.17
"1225","2020","WNBA","Las Vegas Aces","Yes",0.818,32.7,28.5,4.2,19,15,27.1,0.477,68.7,0.368,11.5,0.815,8.1,29.3,20.7,7.8,12.2,109.6,99,81,0.562,0.507,0.485,-0.72
"1226","2020","WNBA","Seattle Storm","Yes",0.818,31.9,23.5,8.4,15.4,16.5,27.8,0.47,67.8,0.394,21.4,0.817,7.6,26.8,21.9,10,13.2,110.4,95.9,79.2,0.575,0.532,0.454,-0.96
"1227","2020","WNBA","Los Angeles Sparks","Yes",0.682,32.2,25,7.2,13.3,18.3,28.6,0.481,67,0.398,18.1,0.792,6.4,25,20,9,13.9,105.9,100.2,79.2,0.571,0.535,0.511,-0.38
"1228","2020","WNBA","Minnesota Lynx","Yes",0.636,30.6,22.3,8.3,15,16.9,24.8,0.456,67,0.385,21.5,0.818,9.9,24.5,19.8,8.4,14.2,109.6,104.6,77,0.562,0.518,0.505,-0.32
"1229","2020","WNBA","Phoenix Mercury","Yes",0.591,30.2,21.8,8.4,17.4,19.7,28,0.45,67,0.343,24.5,0.825,7.5,26.5,20.4,6.8,14,106.8,104.3,80.2,0.564,0.513,0.477,-0.17
"1230","2020","WNBA","Dallas Wings","No",0.364,29.5,20.5,8.9,15.6,19.7,23.8,0.415,71,0.323,27.6,0.815,9,23.7,15.6,8.2,11,105.9,110.4,77.8,0.525,0.478,0.521,0.3
"1231","2019","WNBA","Washington Mystics","Yes",0.765,32.8,23.5,9.3,14.4,15.5,27.3,0.469,69.9,0.366,25.4,0.875,8.4,24.9,21.9,7.7,10.9,115.9,100.3,76.7,0.579,0.536,0.479,-0.93
"1232","2019","WNBA","Connecticut Sun","Yes",0.676,30.2,22.7,7.5,13,17.4,26.1,0.423,71.3,0.356,21,0.704,10.9,25.9,19.2,8.9,13.2,102.4,98.7,78.7,0.509,0.476,0.487,-0.42
"1233","2019","WNBA","Chicago Sky","Yes",0.588,31.4,24.1,7.3,14.6,17.7,27.1,0.448,70,0.336,21.6,0.819,8.2,28.2,21.6,6.8,14.4,103.3,101.7,81.6,0.543,0.5,0.462,0.19
"1234","2019","WNBA","Indiana Fever","No",0.382,29,23.2,5.8,13.9,17.4,26,0.422,68.6,0.346,16.7,0.794,9,26.1,17.3,6.3,12.9,100.5,104,76.7,0.508,0.464,0.473,0.04
"1235","2019","WNBA","New York Liberty","No",0.294,28.7,22.2,6.5,13.4,20.9,26.5,0.414,69.4,0.334,19.6,0.788,9.1,25.5,19.6,6.8,14.7,97.4,106.6,79.5,0.504,0.461,0.491,0.52
"1236","2019","WNBA","Atlanta Dream","No",0.235,25.6,19.3,6.4,13.5,17.6,27.1,0.371,69.2,0.29,22,0.752,9.9,26.2,15.7,6.6,13.6,91.6,101.4,77.4,0.462,0.417,0.463,0.69
"1237","2019","WNBA","Los Angeles Sparks","Yes",0.647,30.3,23.2,7.1,12.3,18.1,27,0.432,70.2,0.341,20.9,0.838,8.6,25.6,18.6,8.2,13.5,101.6,98,78.5,0.522,0.482,0.46,-0.14
"1238","2019","WNBA","Las Vegas Aces","Yes",0.618,30,24.5,5.5,16.7,16.9,25.8,0.427,70.3,0.368,14.9,0.777,9.2,29.7,20.9,7,14.1,100.9,96.8,80.8,0.516,0.466,0.45,-0.2
"1239","2019","WNBA","Minnesota Lynx","Yes",0.529,30.3,24.5,5.8,12.1,16.5,26.8,0.451,67.1,0.332,17.5,0.781,9,25,20.3,8.4,15.3,100.8,97.7,77.7,0.531,0.495,0.484,-0.21
"1240","2019","WNBA","Seattle Storm","Yes",0.529,27.8,20.7,7.1,12.1,15.6,27.3,0.42,66.2,0.336,21.1,0.792,9.1,22.9,17.5,9.5,14.6,98.7,99.1,75.7,0.513,0.474,0.49,0.09
"1241","2019","WNBA","Phoenix Mercury","Yes",0.441,27.2,20.6,6.6,15.5,16.7,30.3,0.424,64.2,0.325,20.2,0.846,6.6,25.8,17.9,5.9,12.3,100.5,101.9,75.8,0.529,0.475,0.47,-0.05
"1242","2019","WNBA","Dallas Wings","No",0.294,25.9,19.5,6.4,13.5,19.4,24.4,0.389,66.6,0.326,19.5,0.811,10.5,23.4,15.2,7.3,12.6,96.7,104.6,74,0.484,0.436,0.478,0.44
"1243","2018","WNBA","Atlanta Dream","Yes",0.676,29.9,24,5.9,16.2,18.2,27.4,0.426,70.1,0.318,18.4,0.746,9.8,26,18.2,7.6,12.5,102.9,100,79.5,0.514,0.468,0.468,-0.42
"1244","2018","WNBA","Washington Mystics","Yes",0.647,29.6,21.4,8.1,14.7,17.8,27.9,0.448,66,0.358,22.7,0.858,8.4,23.3,17.3,7,11,110.7,106.6,76.3,0.558,0.51,0.496,-0.1
"1245","2018","WNBA","Connecticut Sun","Yes",0.618,33.6,26.1,7.6,12.7,19.4,25.5,0.466,72.2,0.367,20.7,0.748,11,25.9,19.6,7.1,13,110.8,103.3,79.1,0.55,0.519,0.493,-0.4
"1246","2018","WNBA","Chicago Sky","No",0.382,31,23.9,7.2,14.5,18.5,25.7,0.453,68.5,0.364,19.7,0.798,8.2,24.9,21.2,6.7,14.4,104.2,112,79.2,0.547,0.505,0.508,0.33
"1247","2018","WNBA","New York Liberty","No",0.206,29.4,22.8,6.6,12.1,20.7,27,0.432,68.1,0.317,21,0.763,8.6,25.5,19.5,6.6,14,99.1,108.2,77.8,0.517,0.481,0.496,0.42
"1248","2018","WNBA","Indiana Fever","No",0.176,28.9,23.2,5.6,13,18.6,25.9,0.406,71,0.325,17.4,0.81,8.9,24.1,16,6.4,11.2,97.8,109.7,77,0.489,0.446,0.522,0.8
"1249","2018","WNBA","Seattle Storm","Yes",0.765,32.1,23.1,9,13.9,16.4,27.3,0.468,68.7,0.376,24,0.807,8.4,27.1,21.2,7.8,12.7,111.1,101.5,77.9,0.572,0.534,0.479,-0.58
"1250","2018","WNBA","Phoenix Mercury","Yes",0.588,29.9,21.4,8.5,17.5,18.9,30.7,0.457,65.3,0.36,23.5,0.849,7.2,25.4,20.6,5.8,12.7,110.1,106.8,77.9,0.576,0.522,0.478,-0.27
"1251","2018","WNBA","Los Angeles Sparks","Yes",0.559,30.2,24.2,6,12.6,16.4,28.7,0.452,66.7,0.347,17.3,0.81,7.2,24.1,18.3,7.9,10.9,104.4,101.8,75.3,0.537,0.497,0.493,-0.14
"1252","2018","WNBA","Minnesota Lynx","Yes",0.529,30.4,25,5.4,12.9,16.6,31.1,0.451,67.4,0.346,15.6,0.779,8.9,26.3,19.6,6.9,13.6,102.8,101.9,76.8,0.529,0.491,0.497,-0.01
"1253","2018","WNBA","Dallas Wings","Yes",0.441,30.5,23.8,6.7,18.9,18.6,25.1,0.441,69.1,0.305,22.1,0.791,10.6,26.1,18.1,6.7,13.6,109.1,107.5,79.4,0.544,0.49,0.497,0.08
"1254","2018","WNBA","Las Vegas Aces","No",0.412,30.4,26.7,3.7,17.6,17.2,24.5,0.442,68.6,0.346,10.6,0.771,9.1,26.6,19.6,6.1,12.1,104.1,107.3,80.7,0.521,0.469,0.504,0.27
"1255","2017","WNBA","New York Liberty","Yes",0.647,29.4,23.7,5.6,15.4,19.7,26.8,0.425,69.1,0.332,17,0.779,10.7,28,16.7,6.1,13.1,102.9,98.9,77.2,0.512,0.466,0.452,-0.14
"1256","2017","WNBA","Connecticut Sun","Yes",0.618,32.3,25.7,6.6,14.9,18.9,24.9,0.448,72.1,0.365,18,0.742,9.8,27,17.8,7.7,12.5,106,100.6,81.1,0.531,0.493,0.479,-0.28
"1257","2017","WNBA","Washington Mystics","Yes",0.529,28.4,21.6,6.8,18,18.4,27,0.416,68.3,0.317,21.5,0.843,10.3,26.1,16.4,6.3,12.1,105.8,104.8,76.7,0.526,0.466,0.478,-0.29
