Season,Team,age,wins,losses,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,net_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate,attendance,attendance_per_g
1980/1981,Phoenix Suns,25.7,57,25,55,27,5.51,-0.68,4.83,104.6,99.4,+5.2,104.7,.332,.022,.537,.492,17.1,35.1,.247,.471,17.5,68.2,.244,"482,693",
1980/1981,Los Angeles Lakers,27.0,54,28,51,31,3.84,-0.57,3.27,107.6,103.9,+3.7,102.7,.286,.013,.548,.513,15.8,33.9,.209,.468,14.6,64.4,.208,"538,865",
1980/1981,San Antonio Spurs,26.7,52,30,48,34,2.88,-0.70,2.18,108.5,105.7,+2.8,102.9,.367,.012,.545,.492,15.4,37.5,.282,.475,14.1,68.0,.233,"440,553",
1980/1981,Chicago Bulls,26.5,45,37,46,36,1.98,0.37,2.34,107.8,105.8,+2.0,100.6,.371,.026,.556,.504,17.2,36.9,.288,.493,15.5,68.4,.232,"391,118",
1980/1981,New York Knicks,25.1,50,32,45,37,1.62,0.38,2.00,106.0,104.4,+1.6,101.0,.329,.033,.533,.487,15.0,31.6,.246,.504,17.2,65.8,.220,"544,641",
1980/1981,Indiana Pacers,26.0,44,38,45,37,1.40,0.32,1.72,106.4,105.0,+1.4,100.9,.351,.023,.528,.484,15.1,35.5,.251,.492,17.0,64.5,.248,"415,339",
1980/1981,Portland Trail Blazers,25.7,45,37,43,39,0.89,-0.37,0.52,106.5,105.7,+0.8,103.0,.291,.020,.534,.498,15.2,33.9,.209,.490,15.8,65.7,.246,"519,306",
1980/1981,Houston Rockets,26.8,40,42,42,40,0.33,-0.53,-0.20,107.0,106.7,+0.3,100.5,.303,.016,.534,.489,14.9,33.9,.233,.496,14.7,66.6,.214,"385,354",
1980/1981,Washington Bullets,28.6,39,43,41,41,0.01,0.41,0.42,102.7,102.7,0.0,102.4,.276,.032,.514,.476,14.4,30.5,.199,.472,14.3,67.8,.212,"377,238",
1980/1981,Kansas City Kings,26.2,40,42,41,41,0.01,-0.51,-0.49,104.7,104.7,0.0,101.3,.308,.023,.540,.503,15.1,29.2,.220,.483,15.6,68.3,.265,"336,385",
1980/1981,Denver Nuggets,26.8,37,45,40,42,-0.48,-0.47,-0.95,109.4,109.8,-0.4,109.8,.383,.018,.537,.477,13.4,33.1,.300,.509,14.6,65.4,.232,"423,287","15,252"
1980/1981,Golden State Warriors,24.4,39,43,38,44,-1.18,-0.23,-1.41,108.5,109.7,-1.2,101.0,.345,.029,.537,.493,15.6,38.8,.251,.507,14.4,67.5,.250,"412,969",
1980/1981,San Diego Clippers,27.6,36,46,37,45,-1.59,-0.20,-1.78,106.0,107.6,-1.6,100.2,.308,.056,.528,.486,14.5,33.0,.227,.507,16.2,66.3,.262,"257,597",
1980/1981,Seattle SuperSonics,26.8,34,48,37,45,-1.65,-0.20,-1.84,103.2,104.8,-1.6,100.3,.333,.016,.521,.470,15.7,33.1,.254,.468,13.8,66.1,.232,"675,097",
1980/1981,Atlanta Hawks,26.8,31,51,33,49,-3.10,0.73,-2.37,104.3,107.3,-3.0,99.4,.377,.012,.537,.480,16.7,34.1,.293,.498,17.3,64.8,.295,"362,699",
1980/1981,Cleveland Cavaliers,25.7,28,54,29,53,-4.85,0.70,-4.15,104.3,109.1,-4.8,100.8,.251,.033,.513,.472,14.2,33.5,.195,.507,15.2,66.0,.251,"224,499",
1980/1981,New Jersey Nets,25.2,24,58,26,56,-6.02,0.87,-5.15,101.0,106.7,-5.7,105.2,.324,.019,.525,.478,16.6,30.4,.243,.506,16.4,69.2,.281,"301,900","8,402"
1980/1981,Utah Jazz,25.3,28,54,26,56,-5.89,-0.10,-5.99,103.4,109.4,-6.0,97.7,.305,.024,.536,.491,15.5,28.3,.234,.492,13.8,66.8,.268,"307,835",
1980/1981,Detroit Pistons,24.3,21,61,24,58,-6.32,0.74,-5.58,98.1,104.3,-6.2,101.2,.334,.012,.510,.464,18.0,33.4,.242,.512,18.6,65.9,.242,"228,348",
1980/1981,Dallas Mavericks,24.8,15,67,20,62,-8.40,0.07,-8.33,102.4,110.8,-8.4,98.6,.359,.024,.519,.466,15.2,30.7,.270,.516,15.1,65.0,.245,"319,347",
1981/1982,Boston Celtics,27.3,63,19,57,25,6.38,-0.03,6.35,109.8,103.5,+6.3,101.5,.335,.025,.545,.502,14.7,35.8,.248,.472,14.6,67.6,.220,"612,711",
1981/1982,Philadelphia 76ers,28.1,58,24,56,26,5.73,0.00,5.74,109.6,103.9,+5.7,100.6,.354,.020,.566,.521,15.5,30.5,.265,.480,16.5,65.0,.261,"498,901",
1981/1982,Milwaukee Bucks,27.3,55,27,55,27,5.48,-0.10,5.38,107.7,102.3,+5.4,100.0,.332,.023,.553,.509,16.5,35.1,.250,.471,15.9,67.3,.253,"443,288",
1981/1982,Los Angeles Lakers,26.8,57,25,53,29,4.87,-0.50,4.37,110.2,105.5,+4.7,103.1,.285,.012,.551,.518,14.7,35.8,.204,.493,14.8,66.3,.187,"605,236",
1981/1982,Seattle SuperSonics,26.4,52,30,52,30,4.13,-0.45,3.69,106.4,102.3,+4.1,100.0,.329,.021,.535,.491,14.1,31.3,.243,.464,14.4,67.2,.214,"721,049",
1981/1982,Phoenix Suns,26.4,46,36,50,32,3.45,-0.40,3.05,105.8,102.4,+3.4,99.5,.302,.024,.538,.495,15.9,32.2,.229,.470,14.6,68.5,.233,"486,855",
1981/1982,San Antonio Spurs,26.1,48,34,47,35,2.30,-0.52,1.79,109.9,107.6,+2.3,102.5,.307,.033,.537,.490,13.0,34.0,.238,.487,13.7,68.8,.256,"434,278",
1981/1982,Golden State Warriors,25.1,45,37,44,38,1.04,-0.24,0.80,108.8,107.7,+1.1,101.4,.324,.044,.541,.502,14.5,34.8,.233,.493,14.1,68.8,.256,"391,726",
1981/1982,Washington Bullets,26.0,43,39,43,39,0.88,0.19,1.06,103.3,102.5,+0.8,99.4,.294,.033,.524,.478,14.7,29.4,.227,.468,13.9,69.9,.228,"379,891",
1981/1982,New Jersey Nets,25.1,44,38,43,39,0.68,0.18,0.87,103.0,102.3,+0.7,103.1,.326,.020,.529,.487,16.6,33.7,.237,.486,18.3,67.0,.281,"560,734","13,526"
1981/1982,Portland Trail Blazers,24.7,42,40,43,39,0.60,-0.21,0.39,108.8,108.2,+0.6,100.5,.332,.019,.547,.507,14.4,32.5,.239,.502,15.0,65.9,.223,"519,306",
1981/1982,Atlanta Hawks,26.5,42,40,43,39,0.54,0.27,0.81,105.1,104.6,+0.5,95.1,.352,.019,.529,.476,14.6,32.2,.271,.473,15.6,67.6,.282,"314,593",
1981/1982,Denver Nuggets,27.0,46,36,42,40,0.52,-0.40,0.13,114.3,113.9,+0.4,109.8,.389,.019,.578,.522,14.1,31.8,.310,.528,13.9,64.3,.213,"456,857",
1981/1982,Houston Rockets,28.3,46,36,41,41,-0.04,-0.36,-0.39,108.3,108.3,0.0,97.2,.302,.024,.520,.479,13.7,37.8,.220,.500,14.3,66.1,.209,"480,190",
1981/1982,Detroit Pistons,24.4,39,43,39,43,-0.91,0.28,-0.63,105.8,106.6,-0.8,104.3,.349,.029,.534,.485,16.0,34.8,.262,.512,16.4,66.9,.224,"391,205",
1981/1982,Indiana Pacers,27.0,35,47,36,46,-1.87,0.38,-1.49,102.7,104.6,-1.9,98.7,.304,.044,.516,.472,14.6,30.5,.225,.494,15.9,66.3,.221,"309,633",
1981/1982,Chicago Bulls,26.5,34,48,36,46,-2.02,0.45,-1.57,106.6,108.6,-2.0,99.0,.378,.032,.557,.505,17.3,33.6,.290,.499,13.2,69.0,.207,"372,613",
1981/1982,New York Knicks,28.0,33,49,34,48,-2.67,0.52,-2.15,106.0,108.6,-2.6,99.5,.302,.030,.535,.495,15.4,33.1,.223,.508,15.4,66.9,.255,"451,140",
1981/1982,Kansas City Kings,24.0,30,52,33,49,-3.10,-0.15,-3.25,104.2,107.2,-3.0,101.8,.296,.018,.533,.497,15.5,29.9,.213,.504,16.5,66.0,.287,"305,665",
1981/1982,Dallas Mavericks,24.4,28,54,29,53,-4.43,-0.06,-4.48,105.9,110.4,-4.5,98.5,.328,.026,.519,.473,13.7,33.9,.241,.510,14.5,66.8,.266,"380,484",
1981/1982,Utah Jazz,24.9,25,57,27,55,-5.66,0.03,-5.63,106.2,111.7,-5.5,103.9,.306,.013,.538,.496,14.5,30.6,.230,.513,14.1,65.3,.244,"311,779",
1981/1982,San Diego Clippers,25.4,17,65,23,59,-7.39,0.34,-7.05,106.6,113.8,-7.2,101.4,.330,.048,.547,.507,16.2,33.2,.238,.529,13.9,68.0,.280,"225,036",
1981/1982,Cleveland Cavaliers,26.1,15,67,20,62,-8.51,0.74,-7.77,103.3,111.8,-8.5,99.3,.297,.019,.510,.466,13.7,32.0,.222,.515,14.7,65.9,.271,"232,421",
1982/1983,Philadelphia 76ers,26.7,65,17,60,22,7.67,-0.14,7.53,108.3,100.9,+7.4,102.7,.367,.015,.549,.501,16.3,37.1,.273,.464,15.8,66.2,.217,"612,203","17,072"
1982/1983,Los Angeles Lakers,26.9,58,24,55,27,5.55,-0.49,5.06,110.5,105.2,+5.3,103.8,.270,.013,.561,.528,15.9,36.3,.199,.494,15.5,65.3,.191,"598,739","13,763"
1982/1983,Boston Celtics,27.3,56,26,55,27,5.35,-0.01,5.34,106.9,101.8,+5.1,104.0,.311,.025,.536,.494,15.2,34.7,.229,.473,16.0,68.1,.236,"621,829","15,320"
1982/1983,Phoenix Suns,26.6,53,29,54,28,5.06,-0.45,4.61,105.1,100.1,+5.0,101.6,.306,.022,.540,.499,16.0,32.0,.227,.458,15.9,67.5,.235,"465,603",
1982/1983,Milwaukee Bucks,28.1,51,31,53,29,4.40,-0.08,4.32,105.8,101.4,+4.4,100.0,.322,.024,.537,.491,15.1,31.8,.243,.459,15.5,65.5,.228,"425,572",
1982/1983,San Antonio Spurs,27.2,53,29,50,32,3.66,-0.56,3.10,110.1,106.6,+3.5,103.3,.336,.042,.556,.510,15.1,35.3,.257,.489,14.4,69.1,.228,"379,876",
1982/1983,Seattle SuperSonics,27.4,48,34,49,33,3.21,-0.33,2.88,105.9,102.8,+3.1,103.2,.338,.019,.539,.496,15.5,32.5,.247,.464,14.3,66.2,.210,"539,622",
1982/1983,New Jersey Nets,25.2,49,33,49,33,2.77,0.01,2.77,101.6,98.9,+2.7,104.0,.322,.021,.532,.494,18.7,36.8,.227,.481,18.9,68.8,.251,"530,801","12,946"
1982/1983,New York Knicks,26.5,44,38,48,34,2.45,0.13,2.58,102.4,99.9,+2.5,97.0,.336,.019,.526,.484,16.2,31.6,.239,.478,18.1,67.8,.257,"438,823","7,355"
1982/1983,Portland Trail Blazers,25.5,46,36,47,35,2.13,-0.25,1.88,106.0,103.9,+2.1,101.0,.353,.021,.535,.488,15.4,33.3,.260,.490,16.0,67.9,.218,"483,974",
1982/1983,Kansas City Kings,24.5,45,37,45,37,1.45,-0.41,1.04,106.2,104.9,+1.3,106.6,.338,.029,.542,.500,16.4,34.3,.246,.490,16.8,65.8,.291,"309,597",
1982/1983,Denver Nuggets,27.2,45,37,42,40,0.62,-0.36,0.27,109.7,109.1,+0.6,112.1,.337,.016,.550,.495,14.0,31.0,.272,.509,15.1,64.8,.220,"491,253",
1982/1983,Washington Bullets,25.8,42,40,41,41,-0.13,0.33,0.20,99.1,99.3,-0.2,99.4,.292,.034,.511,.473,16.6,30.4,.206,.471,16.2,68.6,.214,"368,281",
1982/1983,Detroit Pistons,24.6,37,45,40,42,-0.40,0.24,-0.17,105.4,105.8,-0.4,105.8,.340,.036,.529,.481,15.1,33.6,.253,.496,15.4,66.2,.214,"482,571",
1982/1983,Dallas Mavericks,24.2,38,44,40,42,-0.41,-0.29,-0.70,109.4,109.8,-0.4,102.8,.326,.025,.535,.489,13.5,34.8,.245,.506,14.0,66.2,.228,"487,155",
1982/1983,Atlanta Hawks,26.6,43,39,38,44,-0.95,0.23,-0.72,102.2,103.2,-1.0,98.9,.295,.026,.516,.472,15.0,30.7,.222,.473,15.2,65.1,.223,"292,126",
1982/1983,Golden State Warriors,24.7,30,52,32,50,-3.62,0.14,-3.48,103.9,107.4,-3.5,104.0,.293,.020,.526,.485,15.9,33.9,.216,.513,16.9,64.6,.241,"341,365",
1982/1983,Utah Jazz,25.8,30,52,30,52,-4.20,-0.03,-4.22,101.2,105.1,-3.9,107.3,.332,.025,.531,.483,16.7,29.0,.251,.481,15.2,63.9,.208,"355,219",
1982/1983,Chicago Bulls,24.5,28,54,29,53,-4.89,0.48,-4.41,103.4,108.0,-4.6,106.1,.365,.028,.532,.483,16.9,34.0,.269,.498,14.3,67.9,.237,"296,411",
1982/1983,San Diego Clippers,24.8,25,57,29,53,-4.83,0.22,-4.61,104.7,109.3,-4.6,103.0,.288,.034,.518,.479,15.7,37.1,.208,.531,17.6,65.8,.284,"195,883",
1982/1983,Indiana Pacers,24.9,20,62,27,55,-5.85,0.49,-5.36,103.8,109.4,-5.6,103.9,.247,.031,.520,.483,15.2,33.6,.187,.520,16.4,65.5,.249,"188,642","3,495"
1982/1983,Cleveland Cavaliers,26.4,23,59,22,60,-7.44,0.66,-6.78,99.2,106.8,-7.6,97.6,.283,.017,.506,.467,16.4,33.0,.204,.492,13.8,71.3,.258,"160,537","3,782"
1982/1983,Houston Rockets,29.0,14,68,14,68,-11.60,0.48,-11.12,97.0,108.3,-11.3,102.2,.260,.036,.491,.453,15.9,30.8,.188,.505,15.4,65.4,.246,"291,315",
1983/1984,Boston Celtics,28.0,62,20,57,25,6.56,-0.14,6.42,110.9,104.4,+6.5,99.7,.333,.032,.554,.504,14.6,34.2,.264,.475,13.8,69.7,.225,"606,857","14,890"
1983/1984,Milwaukee Bucks,28.4,50,32,52,30,4.16,-0.12,4.04,107.8,103.6,+4.2,96.9,.338,.033,.541,.497,15.0,33.7,.250,.459,14.7,65.6,.266,"393,301",
1983/1984,New York Knicks,27.2,47,35,51,31,3.84,-0.05,3.79,107.0,103.1,+3.9,99.0,.367,.024,.552,.499,16.7,33.4,.284,.491,17.8,68.1,.281,"487,649","13,998"
1983/1984,Los Angeles Lakers,27.5,54,28,50,32,3.76,-0.44,3.32,110.9,107.3,+3.6,103.7,.313,.031,.574,.536,16.1,33.7,.236,.487,14.3,66.6,.232,"622,401",
1983/1984,Portland Trail Blazers,25.8,48,34,50,32,3.55,-0.42,3.13,111.2,107.7,+3.5,101.1,.367,.018,.556,.507,15.1,36.4,.277,.518,17.0,67.4,.259,"518,306",
1983/1984,Detroit Pistons,25.4,49,33,50,32,3.59,-0.06,3.52,111.5,108.1,+3.4,103.8,.322,.018,.532,.482,12.7,36.7,.250,.500,14.8,67.7,.263,"652,865","14,673"
1983/1984,Philadelphia 76ers,27.7,52,30,47,35,2.20,0.20,2.39,106.8,104.6,+2.2,99.6,.396,.016,.551,.497,16.9,34.6,.299,.484,16.0,65.9,.246,"588,139","16,773"
1983/1984,New Jersey Nets,25.5,45,37,44,38,1.10,0.17,1.27,106.1,105.0,+1.1,103.0,.343,.032,.540,.501,16.1,34.6,.240,.494,17.0,67.8,.292,"499,496","18,364"
1983/1984,Utah Jazz,26.9,45,37,44,38,1.13,-0.32,0.81,109.0,108.0,+1.0,104.9,.374,.044,.559,.505,15.2,30.8,.292,.479,13.9,63.4,.229,"400,065",
1983/1984,Phoenix Suns,27.2,41,41,43,39,0.89,-0.24,0.65,108.9,108.0,+0.9,101.4,.305,.040,.556,.514,15.1,31.4,.232,.501,15.3,68.3,.277,"445,788",
1983/1984,Dallas Mavericks,24.7,43,39,42,40,0.43,-0.27,0.15,110.0,109.6,+0.4,99.0,.325,.025,.547,.503,13.6,31.7,.245,.503,14.4,65.7,.232,"538,162",
1983/1984,Seattle SuperSonics,27.1,42,40,41,41,-0.17,-0.17,-0.34,107.9,108.1,-0.2,99.7,.347,.020,.543,.490,14.3,30.7,.271,.492,13.8,66.6,.226,"425,307",
1983/1984,San Antonio Spurs,27.4,37,45,40,42,-0.27,-0.23,-0.50,111.2,111.4,-0.2,106.5,.337,.034,.556,.511,14.0,33.4,.255,.508,13.7,66.2,.233,"375,900",
1983/1984,Denver Nuggets,27.0,38,44,38,44,-1.10,-0.17,-1.27,111.3,112.3,-1.0,110.5,.337,.032,.553,.498,12.8,29.3,.276,.522,14.6,66.6,.277,"462,407",
1983/1984,Atlanta Hawks,26.6,40,42,37,45,-1.29,0.22,-1.08,105.5,106.9,-1.4,95.3,.355,.016,.529,.476,14.4,31.6,.270,.482,15.1,65.2,.268,"286,049",
1983/1984,Kansas City Kings,26.2,38,44,37,45,-1.48,-0.15,-1.62,106.5,108.0,-1.5,102.9,.345,.026,.542,.490,15.3,32.4,.268,.505,16.1,66.9,.266,"370,270",
1983/1984,Houston Rockets,26.8,29,53,33,49,-3.09,-0.04,-3.12,105.3,108.2,-2.9,104.7,.284,.020,.535,.497,15.6,32.8,.210,.486,14.1,67.5,.285,"425,755",
1983/1984,Washington Bullets,26.2,35,47,33,49,-2.89,0.53,-2.36,104.2,107.2,-3.0,97.4,.319,.041,.535,.489,15.5,30.1,.241,.492,13.7,69.7,.239,"317,447","7,373"
1983/1984,San Diego Clippers,25.5,30,52,33,49,-3.26,0.04,-3.21,109.2,112.4,-3.2,101.1,.331,.017,.541,.498,15.3,37.7,.244,.513,12.9,68.2,.236,"218,534",
1983/1984,Golden State Warriors,25.6,37,45,32,50,-3.40,0.05,-3.35,105.5,108.8,-3.3,103.3,.342,.030,.520,.471,14.9,35.6,.254,.519,17.0,64.2,.250,"316,844",
1983/1984,Cleveland Cavaliers,25.4,28,54,30,52,-4.26,0.55,-3.71,104.1,108.5,-4.4,97.4,.301,.023,.512,.468,14.0,33.5,.224,.490,13.2,70.8,.280,"208,094",
1983/1984,Indiana Pacers,24.4,26,56,28,54,-4.82,0.57,-4.25,101.8,106.5,-4.7,102.1,.297,.029,.531,.487,15.9,28.1,.228,.497,16.2,66.8,.255,"410,626",
1983/1984,Chicago Bulls,24.4,27,55,28,54,-5.18,0.50,-4.69,102.4,107.5,-5.1,99.8,.360,.017,.526,.475,16.3,32.3,.268,.497,15.6,67.2,.266,"256,430",
1984/1985,Los Angeles Lakers,27.4,62,20,58,24,7.35,-0.87,6.48,114.1,107.0,+7.1,103.2,.308,.041,.589,.551,15.7,33.8,.235,.485,13.7,67.1,.220,"610,361","15,505"
1984/1985,Milwaukee Bucks,25.7,59,23,58,24,6.85,-0.16,6.69,110.5,103.6,+6.9,99.7,.341,.041,.545,.497,14.2,35.4,.258,.467,16.1,65.6,.290,"422,924",
1984/1985,Boston Celtics,28.5,63,19,57,25,6.65,-0.18,6.47,112.8,106.3,+6.5,101.6,.315,.042,.564,.515,13.8,32.8,.254,.481,12.6,70.4,.198,"610,547","14,890"
1984/1985,Philadelphia 76ers,27.9,58,24,51,31,4.10,0.07,4.17,111.3,107.3,+4.0,100.8,.412,.032,.561,.497,16.0,37.4,.331,.494,15.7,66.6,.259,"575,415",
1984/1985,Portland Trail Blazers,25.2,42,40,49,33,3.40,-0.60,2.80,110.4,107.2,+3.2,103.5,.362,.027,.554,.506,14.8,34.0,.271,.497,15.9,64.4,.232,"519,306",
1984/1985,Detroit Pistons,26.9,46,36,47,35,2.49,0.24,2.73,109.6,107.2,+2.4,105.0,.283,.025,.529,.483,13.0,35.4,.223,.501,14.9,69.6,.245,"691,550",
1984/1985,Denver Nuggets,28.3,52,30,47,35,2.44,-0.39,2.05,110.7,108.4,+2.3,107.6,.322,.029,.540,.491,13.2,33.6,.253,.516,17.0,66.1,.275,"448,546",
1984/1985,Dallas Mavericks,25.0,44,38,47,35,2.17,-0.37,1.80,111.5,109.3,+2.2,98.8,.319,.061,.549,.499,12.5,30.7,.253,.510,14.2,68.8,.221,"683,916",
1984/1985,Houston Rockets,25.3,48,34,45,37,1.72,-0.34,1.38,107.9,106.3,+1.6,102.2,.304,.025,.540,.507,16.0,37.4,.213,.487,15.2,67.4,.259,"553,014",
1984/1985,San Antonio Spurs,28.1,41,41,43,39,0.91,-0.29,0.63,109.9,109.0,+0.9,103.9,.357,.028,.565,.517,15.6,33.2,.272,.501,15.0,68.5,.269,"351,950",
1984/1985,New Jersey Nets,26.5,42,40,42,40,0.23,0.41,0.64,107.9,107.7,+0.2,101.0,.300,.030,.532,.493,13.8,33.9,.219,.505,15.6,68.2,.263,"502,177",
1984/1985,Utah Jazz,27.0,41,41,41,41,-0.11,-0.22,-0.33,103.3,103.4,-0.1,105.1,.333,.042,.534,.483,15.8,29.0,.257,.469,15.7,65.3,.238,"371,829",
1984/1985,Washington Bullets,27.1,40,42,40,42,-0.27,0.42,0.15,104.3,104.6,-0.3,100.3,.269,.054,.524,.486,13.4,27.5,.200,.491,15.3,68.2,.226,"383,098","17,042"
1984/1985,Chicago Bulls,25.2,38,44,39,43,-0.84,0.34,-0.50,108.7,109.6,-0.9,99.4,.366,.023,.556,.502,15.4,32.2,.287,.495,13.8,67.5,.257,"487,297",
1984/1985,Atlanta Hawks,25.5,34,48,37,45,-1.45,0.31,-1.14,105.9,107.3,-1.4,99.8,.333,.033,.536,.489,15.3,32.5,.250,.485,15.2,63.8,.249,"290,746",
1984/1985,Phoenix Suns,26.4,36,46,35,47,-2.11,-0.23,-2.34,104.7,106.8,-2.1,102.5,.319,.043,.544,.497,16.3,29.8,.246,.498,15.0,68.3,.240,"478,788",
1984/1985,Kansas City Kings,26.1,31,51,34,48,-2.67,-0.04,-2.71,109.5,112.1,-2.6,104.4,.357,.033,.559,.508,15.9,34.0,.278,.514,14.2,66.6,.262,"262,813",
1984/1985,Cleveland Cavaliers,26.6,36,46,34,48,-2.76,0.48,-2.27,106.0,108.7,-2.7,101.9,.338,.045,.526,.478,14.1,32.9,.254,.483,13.7,66.9,.265,"324,004","7,618"
1984/1985,Los Angeles Clippers,27.3,31,51,30,52,-4.49,-0.07,-4.55,105.8,110.3,-4.5,100.9,.310,.026,.543,.499,16.4,33.8,.235,.495,12.7,66.1,.210,"384,519",
1984/1985,New York Knicks,25.8,24,58,29,53,-4.63,0.54,-4.09,104.9,109.6,-4.7,99.5,.331,.028,.530,.487,15.2,31.7,.240,.499,16.5,63.3,.339,"457,137",
1984/1985,Seattle SuperSonics,26.4,31,51,27,55,-5.44,0.00,-5.44,102.8,108.2,-5.4,99.3,.334,.027,.529,.477,15.9,30.0,.257,.498,14.6,67.3,.238,"303,344",
1984/1985,Indiana Pacers,24.1,22,60,26,56,-6.21,0.75,-5.46,102.5,108.4,-5.9,105.1,.344,.021,.527,.478,16.1,31.7,.255,.499,14.3,70.5,.282,"438,377",
1984/1985,Golden State Warriors,26.1,22,60,24,58,-7.34,0.13,-7.21,106.0,113.0,-7.0,103.2,.335,.053,.522,.470,14.4,34.5,.257,.540,16.1,66.0,.268,"300,586",
1985/1986,Boston Celtics,29.3,67,15,63,19,9.41,-0.36,9.06,111.8,102.6,+9.2,101.2,.307,.054,.564,.518,14.1,31.3,.244,.466,13.0,71.7,.216,"610,571","14,890"
1985/1986,Milwaukee Bucks,26.0,57,25,62,20,9.04,-0.35,8.69,111.4,102.7,+8.7,102.1,.369,.052,.552,.501,13.9,33.8,.282,.473,16.6,67.4,.281,"443,064","10,451"
1985/1986,Los Angeles Lakers,28.1,62,20,59,23,7.74,-0.91,6.84,113.3,105.8,+7.5,102.7,.317,.056,.575,.532,14.9,33.1,.247,.484,13.5,69.8,.239,"691,071","16,839"
1985/1986,Houston Rockets,26.0,51,31,48,34,2.61,-0.51,2.10,110.1,107.6,+2.5,103.5,.317,.040,.536,.496,13.6,35.5,.232,.497,14.8,67.2,.243,"604,644","13,513"
1985/1986,Atlanta Hawks,25.3,50,32,47,35,2.37,0.22,2.59,107.9,105.6,+2.3,100.0,.385,.024,.542,.493,15.3,34.9,.282,.481,15.4,66.7,.269,"377,351","9,334"
1985/1986,Philadelphia 76ers,28.0,54,28,47,35,2.35,0.11,2.46,108.6,106.3,+2.3,100.5,.398,.032,.546,.490,16.1,37.3,.302,.499,15.6,66.7,.211,"513,459","9,803"
1985/1986,Denver Nuggets,28.1,47,35,44,38,1.30,-0.42,0.89,107.1,105.9,+1.2,106.7,.307,.039,.527,.475,13.0,30.9,.245,.495,16.9,64.1,.266,"531,824","12,610"
1985/1986,Dallas Mavericks,25.8,44,38,44,38,1.10,-0.40,0.70,112.1,111.0,+1.1,102.2,.364,.061,.562,.510,13.3,30.0,.283,.508,13.0,66.8,.201,"693,052","16,776"
1985/1986,Detroit Pistons,26.5,46,36,44,38,1.17,0.27,1.44,109.0,107.9,+1.1,104.2,.297,.023,.534,.488,13.3,33.5,.232,.496,14.9,67.6,.266,"695,233","16,384"
1985/1986,Portland Trail Blazers,26.6,40,42,44,38,1.06,-0.45,0.61,109.2,108.2,+1.0,104.5,.384,.038,.554,.501,15.2,32.8,.294,.507,16.4,66.3,.275,"519,306","12,666"
1985/1986,Seattle SuperSonics,26.6,31,51,41,41,-0.10,-0.37,-0.47,105.9,106.0,-0.1,97.4,.330,.042,.530,.478,15.1,33.2,.257,.492,15.7,68.7,.282,"329,296","9,374"
1985/1986,Utah Jazz,26.3,42,40,40,42,-0.37,-0.30,-0.67,104.2,104.6,-0.4,103.3,.380,.024,.536,.490,15.5,29.8,.272,.477,15.4,67.2,.258,"477,833","11,030"
1985/1986,San Antonio Spurs,27.8,35,47,36,46,-1.85,-0.20,-2.06,106.5,108.2,-1.7,103.8,.355,.028,.555,.509,16.5,31.7,.265,.499,15.2,67.6,.260,"336,369","6,967"
1985/1986,Washington Bullets,27.1,39,43,36,46,-1.80,0.53,-1.28,103.0,104.8,-1.8,99.1,.320,.057,.518,.471,14.2,29.1,.238,.472,14.2,66.1,.224,"373,802","8,465"
1985/1986,New Jersey Nets,27.5,39,43,36,46,-1.99,0.60,-1.39,105.0,106.9,-1.9,103.3,.328,.029,.536,.489,15.9,33.3,.248,.499,15.5,70.6,.282,"482,854","11,777"
1985/1986,Cleveland Cavaliers,27.0,29,53,34,48,-2.87,0.68,-2.19,105.5,108.3,-2.8,101.6,.321,.054,.535,.490,14.6,30.3,.241,.480,13.6,68.5,.292,"391,842","10,450"
1985/1986,Phoenix Suns,26.3,32,50,33,49,-2.99,-0.17,-3.16,104.3,107.2,-2.9,104.8,.384,.026,.552,.506,17.7,31.3,.279,.495,15.1,68.3,.279,"455,763","10,826"
1985/1986,Sacramento Kings,26.6,37,45,33,49,-3.07,-0.12,-3.19,106.2,109.2,-3.0,102.0,.324,.019,.541,.492,15.7,32.7,.252,.499,14.4,67.5,.273,"423,653","10,333"
1985/1986,Indiana Pacers,25.0,26,56,32,50,-3.33,0.67,-2.66,102.6,105.9,-3.3,100.9,.305,.020,.525,.483,15.7,31.5,.226,.479,13.7,71.3,.277,"460,969","13,168"
1985/1986,Golden State Warriors,26.8,30,52,33,49,-3.45,-0.14,-3.59,108.3,111.6,-3.3,104.2,.333,.037,.536,.488,13.9,33.5,.253,.524,14.9,66.7,.241,"401,205","10,901"
1985/1986,Chicago Bulls,26.6,30,52,31,51,-3.80,0.69,-3.12,108.6,112.4,-3.8,99.7,.346,.044,.538,.487,14.7,35.1,.266,.509,13.5,67.4,.280,"469,226","11,445"
1985/1986,New York Knicks,25.5,23,59,26,56,-5.61,0.79,-4.82,99.5,105.2,-5.7,98.6,.318,.034,.505,.466,15.2,29.5,.218,.484,17.1,65.0,.315,"592,484","14,452"
1985/1986,Los Angeles Clippers,27.0,32,50,24,58,-6.93,0.10,-6.83,105.4,112.1,-6.7,102.7,.374,.032,.534,.477,15.3,32.0,.288,.512,14.0,64.0,.225,"337,814","7,663"
