Season,Team,age,wins,losses,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,net_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate,attendance,attendance_per_g
2004/2005,Milwaukee Bucks,26.9,30,52,32,50,-2.99,-0.10,-3.09,106.6,109.8,-3.2,90.8,.339,.141,.527,.475,13.0,29.0,.261,.499,12.4,72.0,.233,"637,009","15,537"
2004/2005,Los Angeles Lakers,26.0,34,48,33,49,-2.96,0.64,-2.32,108.1,111.4,-3.3,90.8,.322,.273,.535,.485,13.4,29.5,.251,.493,11.0,71.1,.218,"770,494","18,793"
2004/2005,Portland Trail Blazers,27.0,27,55,29,53,-4.00,0.55,-3.45,103.2,107.7,-4.5,89.8,.303,.181,.524,.484,15.2,29.6,.219,.479,12.6,67.7,.204,"680,374","16,594"
2004/2005,Utah Jazz,25.7,26,56,29,53,-4.27,0.53,-3.74,104.7,109.5,-4.8,88.4,.361,.121,.522,.469,15.0,31.9,.273,.499,14.2,72.3,.340,"769,014","18,756"
2004/2005,Charlotte Bobcats,24.9,18,64,24,58,-5.99,-0.16,-6.15,101.1,107.5,-6.4,92.3,.306,.128,.497,.455,13.3,29.5,.217,.497,14.7,70.9,.269,"591,701","14,432"
2004/2005,New Orleans Hornets,27.5,18,64,21,61,-7.07,0.78,-6.30,99.7,107.7,-8.0,87.6,.279,.201,.493,.446,14.2,29.1,.214,.491,13.9,70.7,.261,"583,070","14,221"
2004/2005,Atlanta Hawks,26.0,13,69,16,66,-9.71,0.09,-9.62,100.6,111.1,-10.5,91.4,.299,.146,.504,.464,14.9,30.7,.212,.513,14.0,72.1,.289,"586,390","14,302"
2005/2006,San Antonio Spurs,29.8,63,19,61,21,6.82,-0.13,6.69,107.3,99.6,+7.7,88.5,.298,.215,.546,.513,13.6,26.0,.209,.457,13.5,74.2,.220,"770,677","18,797"
2005/2006,Detroit Pistons,28.5,64,18,60,22,6.67,-0.44,6.24,110.8,103.1,+7.7,86.8,.297,.221,.535,.497,11.2,28.9,.216,.477,13.7,71.2,.191,"905,116","22,076"
2005/2006,Dallas Mavericks,27.5,60,22,58,24,6.07,-0.11,5.96,111.8,105.0,+6.8,87.8,.364,.175,.550,.495,13.1,31.8,.285,.475,13.7,72.2,.257,"824,693","20,114"
2005/2006,Phoenix Suns,27.5,54,28,55,27,5.55,-0.07,5.48,111.5,105.8,+5.7,95.8,.206,.293,.568,.537,12.2,22.1,.166,.490,13.2,72.1,.200,"730,179","17,809"
2005/2006,Memphis Grizzlies,28.1,49,33,52,30,3.70,0.05,3.74,105.9,101.6,+4.3,86.3,.339,.258,.537,.496,13.9,25.8,.241,.469,14.7,72.0,.237,"647,533","15,793"
2005/2006,Miami Heat,29.2,52,30,52,30,3.87,-0.27,3.59,108.7,104.5,+4.2,91.6,.363,.227,.556,.517,13.9,26.7,.254,.477,12.4,76.4,.251,"818,149","19,955"
2005/2006,Los Angeles Lakers,25.1,45,37,48,34,2.50,0.03,2.53,108.4,105.7,+2.7,90.9,.329,.240,.539,.495,13.1,28.8,.245,.486,13.4,73.6,.242,"774,189","18,883"
2005/2006,Cleveland Cavaliers,27.1,50,32,48,34,2.23,-0.06,2.17,107.8,105.4,+2.4,89.8,.362,.228,.538,.492,13.3,28.4,.263,.490,12.8,75.7,.226,"792,391","19,327"
2005/2006,Indiana Pacers,27.3,41,41,47,35,1.89,-0.27,1.62,104.5,102.4,+2.1,89.7,.344,.245,.533,.487,14.8,27.1,.254,.464,13.0,72.6,.232,"663,368","16,180"
2005/2006,Washington Wizards,26.5,42,40,46,36,1.85,-0.29,1.57,109.3,107.3,+2.0,92.3,.375,.209,.538,.484,12.8,29.5,.284,.504,15.1,70.9,.256,"705,062","17,197"
2005/2006,Sacramento Kings,27.2,44,38,45,37,1.54,0.07,1.61,106.7,105.0,+1.7,91.9,.334,.217,.544,.492,13.9,25.4,.262,.488,13.7,72.2,.210,"709,997","17,317"
2005/2006,Los Angeles Clippers,26.8,47,35,46,36,1.57,0.18,1.75,105.3,103.6,+1.7,91.7,.332,.131,.540,.487,13.8,25.4,.263,.471,12.2,75.9,.240,"712,409","17,376"
2005/2006,New Jersey Nets,28.6,49,33,45,37,1.37,-0.26,1.11,103.9,102.4,+1.5,89.8,.346,.229,.528,.478,13.3,24.0,.262,.476,14.0,76.3,.266,"691,543","16,867"
2005/2006,Chicago Bulls,24.1,41,41,43,39,0.63,-0.12,0.51,104.0,103.4,+0.6,92.9,.292,.219,.527,.487,13.9,26.3,.216,.464,13.9,74.7,.295,"868,720","21,188"
2005/2006,Denver Nuggets,27.4,44,38,42,40,0.23,0.13,0.36,105.5,105.2,+0.3,93.9,.347,.161,.535,.488,13.7,26.8,.258,.493,14.7,72.0,.227,"702,555","17,135"
2005/2006,Milwaukee Bucks,25.5,40,42,38,44,-1.04,-0.04,-1.07,106.3,107.4,-1.1,91.2,.322,.203,.535,.492,13.8,27.3,.238,.504,13.8,74.6,.262,"681,337","16,618"
2005/2006,Orlando Magic,25.5,36,46,38,44,-1.07,-0.18,-1.26,106.3,107.5,-1.2,88.3,.369,.129,.543,.496,14.7,28.5,.270,.490,13.0,72.5,.264,"638,005","15,561"
2005/2006,Golden State Warriors,25.6,34,48,37,45,-1.35,0.25,-1.11,104.8,106.2,-1.4,93.3,.323,.270,.521,.479,13.0,26.9,.232,.492,14.1,71.6,.243,"749,185","18,273"
2005/2006,Houston Rockets,28.8,34,48,36,46,-1.59,0.28,-1.30,101.6,103.3,-1.7,88.0,.317,.226,.519,.471,14.3,25.5,.240,.472,13.1,74.6,.247,"636,110","15,515"
2005/2006,Boston Celtics,25.3,33,49,37,45,-1.54,-0.05,-1.59,105.2,106.9,-1.7,92.2,.349,.204,.551,.504,15.7,25.5,.263,.490,13.8,72.8,.282,"692,873","16,899"
2005/2006,Minnesota Timberwolves,26.7,33,49,35,47,-1.88,0.13,-1.75,102.4,104.5,-2.1,88.8,.299,.149,.524,.480,14.2,25.2,.226,.475,13.4,71.3,.236,"662,167","16,150"
2005/2006,Philadelphia 76ers,26.5,38,44,35,47,-1.95,-0.15,-2.10,106.0,108.1,-2.1,92.7,.356,.158,.538,.487,13.3,25.6,.270,.500,14.3,71.3,.240,"677,278","16,519"
2005/2006,Utah Jazz,25.6,41,41,33,49,-2.63,0.14,-2.49,104.1,107.0,-2.9,87.8,.397,.149,.519,.467,15.0,32.4,.286,.490,14.0,73.2,.303,"751,621","18,332"
2005/2006,New Orleans/Oklahoma City Hornets,26.3,38,44,33,49,-2.82,0.31,-2.51,103.7,106.8,-3.1,89.0,.339,.138,.515,.464,12.9,26.9,.257,.502,14.3,73.4,.243,"744,920","18,717"
2005/2006,Toronto Raptors,25.9,27,55,33,49,-2.99,-0.04,-3.03,109.5,112.7,-3.2,91.1,.315,.244,.548,.500,12.4,25.4,.249,.530,13.5,73.3,.263,"699,332","17,057"
2005/2006,Seattle SuperSonics,25.6,35,47,33,49,-3.02,0.15,-2.88,111.1,114.4,-3.3,91.6,.314,.243,.551,.504,13.7,30.4,.246,.527,13.6,69.0,.260,"664,157","16,199"
2005/2006,Charlotte Bobcats,25.2,26,56,30,52,-4.00,0.10,-3.90,102.5,106.7,-4.2,93.4,.319,.184,.509,.464,13.0,27.1,.233,.514,16.5,70.7,.263,"671,011","16,366"
2005/2006,Atlanta Hawks,22.7,26,56,28,54,-4.76,0.07,-4.69,106.4,111.6,-5.2,90.4,.340,.178,.534,.486,14.7,31.4,.255,.513,14.1,69.5,.275,"617,817","15,069"
2005/2006,New York Knicks,25.6,23,59,24,58,-6.40,0.11,-6.30,104.0,111.0,-7.0,90.8,.417,.142,.534,.481,16.5,31.2,.303,.511,13.4,72.8,.294,"776,176","18,931"
2005/2006,Portland Trail Blazers,24.6,21,61,16,66,-9.45,0.54,-8.91,101.1,111.9,-10.8,87.6,.310,.166,.511,.474,14.5,26.6,.214,.507,12.6,68.2,.231,"617,019","15,049"
2006/2007,San Antonio Spurs,30.4,58,24,64,18,8.43,-0.08,8.35,109.2,99.9,+9.3,89.8,.313,.247,.561,.521,13.6,24.2,.235,.471,14.0,75.7,.201,"764,823","18,654"
2006/2007,Dallas Mavericks,28.1,67,15,61,21,7.22,0.06,7.28,111.3,103.2,+8.1,89.5,.317,.218,.559,.509,13.4,28.7,.256,.477,14.2,75.0,.265,"834,411","20,351"
2006/2007,Phoenix Suns,27.6,61,21,59,23,7.30,-0.03,7.28,113.9,106.4,+7.5,95.6,.267,.287,.590,.551,13.4,22.7,.215,.492,13.6,71.9,.206,"755,302","18,422"
2006/2007,Chicago Bulls,26.0,49,33,55,27,5.01,-0.49,4.52,104.9,99.6,+5.3,93.6,.313,.186,.534,.493,14.7,28.6,.229,.473,16.2,74.3,.252,"912,364","22,253"
2006/2007,Houston Rockets,28.2,52,30,55,27,4.85,0.19,5.04,106.0,100.7,+5.3,90.7,.292,.290,.540,.499,13.6,25.7,.220,.466,13.6,77.0,.230,"678,362","16,545"
2006/2007,Detroit Pistons,29.0,53,29,53,29,4.16,-0.47,3.69,108.9,104.2,+4.7,87.3,.307,.201,.535,.488,12.0,28.3,.237,.477,14.3,70.9,.234,"905,116","22,076"
2006/2007,Cleveland Cavaliers,26.9,50,32,52,30,3.83,-0.50,3.33,105.5,101.3,+4.2,90.8,.320,.211,.522,.484,13.4,29.7,.223,.480,14.7,75.8,.243,"837,883","20,436"
2006/2007,Utah Jazz,25.9,51,31,49,33,2.87,0.20,3.06,110.1,107.0,+3.1,91.6,.380,.163,.551,.502,14.5,31.7,.283,.496,14.4,75.1,.314,"802,214","19,566"
2006/2007,Denver Nuggets,26.5,45,37,45,37,1.62,0.07,1.69,107.6,105.9,+1.7,97.4,.360,.212,.548,.501,14.6,28.9,.268,.499,14.5,71.8,.203,"706,437","17,230"
2006/2007,Toronto Raptors,26.0,47,35,44,38,0.99,-0.38,0.61,107.0,106.0,+1.0,92.6,.303,.224,.550,.504,13.0,22.2,.239,.503,14.3,74.5,.219,"748,603","18,259"
2006/2007,Orlando Magic,25.6,40,42,43,39,0.78,-0.43,0.35,104.9,104.1,+0.8,89.9,.393,.158,.544,.500,16.3,29.3,.276,.480,14.6,73.7,.286,"700,887","17,095"
2006/2007,Los Angeles Lakers,25.3,42,40,41,41,-0.07,0.32,0.24,108.6,108.6,0.0,93.5,.333,.259,.554,.511,14.3,26.1,.249,.500,13.5,72.3,.262,"778,415","18,986"
2006/2007,Golden State Warriors,24.6,42,40,40,42,-0.34,0.34,0.00,107.0,107.4,-0.4,99.2,.300,.279,.548,.512,14.1,25.6,.215,.506,16.1,69.6,.264,"742,267","18,104"
2006/2007,Washington Wizards,26.8,41,41,40,42,-0.51,-0.28,-0.80,110.1,110.6,-0.5,94.1,.356,.237,.542,.491,12.6,28.1,.272,.517,14.4,71.0,.249,"753,283","18,373"
2006/2007,Los Angeles Clippers,27.5,40,42,40,42,-0.46,0.39,-0.07,105.1,105.6,-0.5,90.8,.355,.143,.537,.481,14.5,27.2,.280,.488,13.3,74.7,.249,"755,261","18,421"
2006/2007,New Jersey Nets,28.2,41,41,39,43,-0.77,-0.23,-1.00,105.7,106.6,-0.9,91.4,.338,.263,.546,.504,14.2,24.6,.245,.490,13.7,74.4,.266,"693,955","16,926"
2006/2007,Miami Heat,29.3,44,38,38,44,-0.91,-0.29,-1.21,104.3,105.3,-1.0,89.9,.321,.245,.541,.506,14.3,24.9,.222,.485,13.8,73.3,.232,"808,541","19,721"
2006/2007,New Orleans/Oklahoma City Hornets,26.4,39,43,36,46,-1.57,0.38,-1.19,104.8,106.5,-1.7,90.2,.291,.188,.520,.479,13.6,29.1,.215,.499,13.2,74.7,.212,"731,165","17,954"
2006/2007,Sacramento Kings,27.3,33,49,36,46,-1.80,0.46,-1.35,106.2,108.0,-1.8,94.8,.379,.232,.545,.491,13.5,23.1,.289,.513,14.9,72.5,.240,"709,997","17,317"
2006/2007,Indiana Pacers,27.2,35,47,34,48,-2.44,-0.18,-2.62,102.9,105.5,-2.6,92.4,.324,.212,.523,.474,15.1,28.4,.246,.491,14.8,72.7,.271,"629,750","15,360"
2006/2007,Seattle SuperSonics,25.9,31,51,33,49,-2.89,0.45,-2.45,107.2,110.3,-3.1,91.8,.288,.219,.544,.499,14.5,27.8,.228,.515,14.1,70.9,.243,"654,163","15,955"
2006/2007,New York Knicks,25.4,33,49,33,49,-2.85,-0.21,-3.06,105.7,108.8,-3.1,90.8,.377,.216,.539,.494,15.9,31.0,.270,.504,13.0,74.0,.246,"770,617","18,796"
2006/2007,Philadelphia 76ers,26.2,35,47,32,50,-3.02,-0.23,-3.26,103.6,106.9,-3.3,90.7,.333,.128,.530,.480,14.6,27.2,.255,.501,14.7,70.8,.221,"608,603","14,844"
2006/2007,Boston Celtics,23.5,24,58,31,51,-3.41,-0.29,-3.70,103.2,106.9,-3.7,92.0,.337,.199,.530,.479,15.4,27.0,.259,.502,14.5,73.8,.280,"690,576","16,843"
2006/2007,Minnesota Timberwolves,27.7,32,50,30,52,-3.67,0.51,-3.16,103.9,107.9,-4.0,91.0,.291,.167,.537,.490,14.8,25.1,.231,.498,13.3,72.1,.226,"655,947","15,999"
2006/2007,Charlotte Bobcats,25.5,33,49,30,52,-3.74,-0.22,-3.97,103.6,107.6,-4.0,92.0,.322,.193,.524,.480,13.9,26.4,.236,.500,14.7,71.6,.279,"637,520","15,549"
2006/2007,Milwaukee Bucks,26.0,28,54,29,53,-4.38,-0.06,-4.43,107.0,111.7,-4.7,92.3,.286,.219,.541,.504,14.1,27.6,.209,.522,14.5,68.1,.234,"663,629","16,186"
2006/2007,Portland Trail Blazers,24.4,32,50,29,53,-4.29,0.51,-3.78,105.1,109.9,-4.8,88.3,.314,.193,.530,.483,14.5,28.2,.241,.508,13.5,73.0,.267,"670,778","16,360"
2006/2007,Atlanta Hawks,24.1,30,52,27,55,-4.76,-0.10,-4.86,103.0,108.3,-5.3,90.0,.346,.163,.523,.471,15.1,29.2,.263,.503,14.5,70.9,.268,"639,375","15,595"
2006/2007,Memphis Grizzlies,26.2,22,60,27,55,-5.15,0.71,-4.44,106.9,112.3,-5.4,93.6,.374,.211,.555,.504,15.2,25.9,.285,.529,14.0,71.1,.237,"600,836","14,655"
2007/2008,Boston Celtics,27.9,66,16,67,15,10.26,-0.95,9.30,110.2,98.9,+11.3,90.9,.346,.249,.569,.522,14.7,26.6,.267,.457,15.2,74.4,.253,"763,584","18,624"
2007/2008,Detroit Pistons,28.3,59,23,62,20,7.39,-0.72,6.67,111.4,102.9,+8.5,87.3,.300,.203,.539,.495,11.4,29.4,.230,.470,13.4,73.7,.244,"905,116","22,076"
2007/2008,Los Angeles Lakers,26.7,57,25,59,23,7.26,0.09,7.34,113.0,105.5,+7.5,95.6,.333,.257,.570,.525,12.9,26.3,.256,.485,12.9,73.4,.214,"778,877","18,997"
2007/2008,Utah Jazz,25.3,54,28,59,23,6.88,-0.01,6.86,113.8,106.5,+7.3,93.2,.349,.166,.573,.528,13.6,29.5,.265,.501,15.0,74.1,.294,"816,211","19,908"
2007/2008,Orlando Magic,26.7,52,30,56,26,5.46,-0.68,4.79,111.3,105.5,+5.8,93.4,.355,.322,.575,.537,13.6,23.4,.256,.484,12.3,74.8,.217,"709,346","17,301"
2007/2008,New Orleans Hornets,27.1,56,26,56,26,5.28,0.18,5.46,111.5,105.7,+5.8,89.9,.251,.239,.548,.512,11.4,27.0,.193,.501,13.5,75.4,.184,"581,432","14,181"
2007/2008,San Antonio Spurs,31.4,56,26,55,27,4.79,0.31,5.10,107.2,101.8,+5.4,88.8,.276,.251,.543,.504,12.6,23.4,.210,.477,12.8,77.1,.201,"761,149","18,565"
2007/2008,Houston Rockets,28.3,55,27,55,27,4.68,0.15,4.83,106.8,101.6,+5.2,90.4,.276,.255,.528,.492,13.0,29.1,.200,.465,12.8,74.8,.214,"718,524","17,525"
2007/2008,Phoenix Suns,29.3,55,27,54,28,5.05,0.09,5.14,113.3,108.1,+5.2,96.7,.292,.260,.590,.551,13.4,22.4,.228,.488,11.8,70.9,.191,"755,302","18,422"
2007/2008,Dallas Mavericks,28.9,51,31,54,28,4.54,0.16,4.70,111.1,106.1,+5.0,90.2,.318,.215,.554,.502,12.3,26.7,.259,.474,11.7,75.0,.252,"831,738","20,286"
2007/2008,Denver Nuggets,28.5,50,32,51,31,3.71,0.03,3.74,110.0,106.3,+3.7,99.7,.358,.228,.557,.510,12.9,25.5,.269,.499,14.1,72.1,.203,"711,962","17,365"
2007/2008,Toronto Raptors,26.3,41,41,49,33,2.90,-0.44,2.47,110.2,107.0,+3.2,90.2,.247,.217,.551,.511,11.4,23.4,.200,.505,13.5,75.0,.205,"796,835","19,435"
2007/2008,Golden State Warriors,25.5,48,34,47,35,2.21,0.17,2.38,111.8,109.5,+2.3,98.8,.276,.295,.548,.511,11.5,27.2,.208,.509,14.7,70.3,.258,"804,864","19,631"
2007/2008,Philadelphia 76ers,25.3,40,42,42,40,0.41,-0.23,0.19,106.4,106.0,+0.4,90.4,.321,.143,.522,.482,13.4,31.8,.227,.504,15.1,72.0,.205,"609,675","14,870"
2007/2008,Washington Wizards,27.2,43,39,40,42,-0.33,-0.28,-0.61,109.2,109.6,-0.4,89.5,.297,.241,.535,.489,12.5,28.9,.233,.513,13.5,72.8,.217,"736,461","17,962"
2007/2008,Cleveland Cavaliers,27.1,45,37,40,42,-0.35,-0.17,-0.53,106.0,106.4,-0.4,90.2,.308,.231,.520,.480,13.1,30.4,.221,.494,12.9,75.9,.240,"839,074","20,465"
2007/2008,Portland Trail Blazers,24.1,41,41,38,44,-0.98,0.45,-0.52,107.3,108.4,-1.1,87.9,.281,.218,.532,.489,12.6,26.8,.216,.491,12.1,71.8,.212,"801,566","19,550"
2007/2008,Indiana Pacers,26.7,36,46,37,45,-1.40,-0.46,-1.87,106.0,107.5,-1.5,97.7,.292,.289,.540,.498,13.5,24.4,.224,.498,14.1,73.9,.271,"501,092","12,222"
2007/2008,Atlanta Hawks,24.2,37,45,36,46,-1.82,-0.41,-2.23,106.9,108.9,-2.0,91.1,.340,.165,.535,.483,14.0,29.7,.263,.501,12.9,71.7,.217,"667,518","16,281"
2007/2008,Sacramento Kings,27.3,38,44,35,47,-2.26,0.40,-1.86,107.5,109.9,-2.4,94.7,.346,.208,.556,.503,14.8,25.2,.276,.510,13.9,71.7,.256,"580,181","14,151"
