Season,League,Team,wins,losses,win_loss_pct,gb,pts_per_g,opp_pts_per_g,Playoffs,age,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,net_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate,g,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
2020/2021,NBA,Sacramento Kings,31,41,.431,20.0,113.7,117.4,No,25.6,28,44,-3.68,0.23,-3.45,113.6,117.2,-3.6,100.0,.248,.376,.578,.549,12.0,21.3,.185,.557,12.1,75.0,.199,72,240.3,42.6,88.6,.481,12.1,33.3,.364,30.5,55.3,.551,16.4,22.0,.745,9.4,32.0,41.4,25.5,7.5,5.0,13.4,19.4,113.7
2020/2021,NBA,Dallas Mavericks,42,30,.583,—,112.4,110.2,Yes,26.3,41,31,2.26,-0.01,2.26,115.4,113.0,+2.4,97.3,.242,.436,.582,.550,11.1,21.1,.189,.534,11.5,77.8,.197,72,240.3,41.1,87.3,.470,13.8,38.1,.362,27.3,49.2,.554,16.5,21.2,.778,9.1,34.2,43.3,22.9,6.3,4.3,12.1,19.4,112.4
2020/2021,NBA,Memphis Grizzlies,38,34,.528,4.0,113.3,112.3,Yes,24.2,38,34,1.03,0.04,1.07,112.0,111.0,+1.0,100.4,.232,.342,.560,.528,11.6,24.2,.179,.535,13.1,78.3,.196,72,241.7,42.8,91.8,.467,11.2,31.4,.356,31.7,60.4,.525,16.4,21.3,.771,11.2,35.3,46.5,26.9,9.1,5.1,13.3,18.7,113.3
2020/2021,NBA,San Antonio Spurs,33,39,.458,9.0,111.1,112.8,No,26.2,32,40,-1.74,0.15,-1.58,111.0,112.8,-1.8,98.9,.243,.314,.554,.517,10.2,20.0,.192,.541,11.8,77.3,.174,72,242.8,41.9,90.5,.462,9.9,28.4,.350,31.9,62.1,.514,17.4,22.0,.792,9.3,34.6,43.9,24.4,7.0,5.1,11.4,18.0,111.1
2020/2021,NBA,New Orleans Pelicans,31,41,.431,11.0,114.6,114.9,No,24.8,35,37,-0.29,0.10,-0.20,113.5,113.8,-0.3,100.1,.293,.342,.570,.537,12.7,26.3,.214,.550,11.9,80.0,.186,72,242.1,42.5,89.1,.477,10.6,30.4,.348,31.9,58.6,.544,19.0,26.1,.729,11.7,35.7,47.4,26.0,7.6,4.4,14.6,18.0,114.6
2020/2021,NBA,Houston Rockets,17,55,.236,25.0,108.8,116.7,No,26.5,20,52,-7.90,0.40,-7.50,107.1,114.9,-7.8,101.4,.252,.459,.553,.521,13.0,19.8,.187,.555,12.9,77.1,.201,72,240.3,39.3,88.5,.444,13.8,40.6,.339,25.5,47.9,.532,16.5,22.3,.740,9.3,33.3,42.6,23.6,7.6,5.0,14.7,19.5,108.8
2020/2021,WNBA,Connecticut Sun,26,6,.813,—,79.7,69.9,Yes,28.3,28,4,9.81,-0.95,8.86,106.9,93.7,+13.2,74.0,.270,.298,.543,.497,15.9,31.2,.220,.459,16.1,82.1,.201,32,201.6,29.2,65.6,.444,7.0,19.6,.356,22.2,46.1,.482,14.4,17.7,.816,9.7,26.9,36.6,18.0,7.8,3.6,13.9,17.8,79.7
2020/2021,WNBA,Chicago Sky,16,16,.500,10.0,83.3,81.9,Yes,28.4,18,14,1.31,-0.22,1.10,102.9,101.3,+1.6,79.6,.243,.304,.538,.493,15.1,23.8,.205,.480,15.9,73.9,.212,32,203.1,30.8,69.9,.441,7.3,21.2,.343,23.5,48.7,.484,14.3,17.0,.845,8.3,26.7,34.9,21.8,7.0,4.5,13.8,19.0,83.3
2020/2021,WNBA,New York Liberty,12,20,.375,14.0,78.5,85.5,Yes,25.7,7,25,-7.03,0.71,-6.32,97.0,105.7,-8.7,80.6,.222,.420,.541,.504,18.2,18.4,.181,.488,13.2,75.2,.203,32,200.8,28.3,66.1,.428,10.0,27.7,.362,18.2,38.3,.475,11.9,14.7,.813,6.2,27.1,33.3,19.2,6.1,3.8,16.2,17.9,78.5
2020/2021,WNBA,Washington Mystics,12,20,.375,14.0,79.8,83.6,No,28.7,11,21,-3.84,0.26,-3.58,101.5,106.4,-4.9,78.3,.251,.396,.519,.475,13.7,21.9,.203,.520,15.3,76.4,.208,32,200.8,28.4,69.2,.410,9.0,27.4,.328,19.4,41.8,.464,14.0,17.4,.808,8.1,25.2,33.3,18.6,6.9,3.1,12.3,17.2,79.8
2020/2021,WNBA,Atlanta Dream,8,24,.250,18.0,78.7,84.3,No,27.4,9,23,-5.63,0.24,-5.38,99.3,106.4,-7.1,78.6,.214,.269,.489,.459,12.1,24.6,.154,.520,16.8,73.7,.234,32,201.6,30.6,73.5,.417,6.1,19.8,.310,24.5,53.7,.456,11.3,15.7,.720,9.7,24.4,34.1,17.4,8.9,4.6,11.0,18.4,78.7
2020/2021,WNBA,Indiana Fever,6,26,.188,20.0,75.3,85.1,No,27.3,5,27,-9.81,0.85,-8.97,97.4,110.1,-12.7,77.3,.249,.253,.498,.453,15.4,27.4,.199,.517,13.6,75.6,.222,32,200.0,28.4,68.2,.417,4.9,17.3,.284,23.5,50.9,.461,13.6,17.0,.800,9.6,24.8,34.3,16.7,6.3,3.8,13.8,17.8,75.3
2020/2021,WNBA,Las Vegas Aces,24,8,.750,—,89.3,80.2,Yes,26.4,26,6,9.06,-0.62,8.44,109.1,98.0,+11.1,80.8,.312,.192,.559,.508,12.6,21.3,.255,.464,12.5,80.0,.165,32,202.3,33.1,70.2,.472,5.1,13.5,.375,28.1,56.7,.495,17.9,21.9,.819,7.3,31.3,38.6,20.8,6.8,4.6,11.6,14.2,89.3
2020/2021,WNBA,Minnesota Lynx,22,10,.688,2.0,82.7,78.7,Yes,27.6,21,11,4.00,-0.37,3.63,104.2,99.1,+5.1,78.7,.260,.296,.553,.508,15.8,22.3,.218,.476,14.6,79.7,.194,32,201.6,30.7,67.1,.458,6.8,19.8,.340,23.9,47.2,.507,14.6,17.4,.837,7.3,27.7,34.9,20.4,6.8,4.1,14.0,17.5,82.7
2020/2021,WNBA,Seattle Storm,21,11,.656,3.0,84.8,80.4,Yes,28.1,22,10,4.44,-0.63,3.80,106.3,100.7,+5.6,78.2,.246,.328,.556,.512,13.9,20.9,.206,.483,14.4,78.6,.180,32,203.9,31.0,68.9,.450,8.6,22.6,.380,22.4,46.3,.484,14.2,16.9,.839,7.2,28.4,35.6,21.3,7.5,4.2,12.3,15.5,84.8
2020/2021,WNBA,Phoenix Mercury,19,13,.594,5.0,82.1,79.5,Yes,28.4,19,13,2.56,-0.12,2.45,106.5,103.2,+3.3,76.4,.295,.332,.553,.507,14.7,23.8,.235,.466,11.3,75.1,.167,32,201.6,29.5,65.7,.450,7.5,21.8,.346,22.0,43.9,.501,15.5,19.4,.798,8.0,28.2,36.2,19.7,4.8,5.2,12.8,16.3,82.1
2020/2021,WNBA,Dallas Wings,14,18,.438,10.0,81.1,81.7,Yes,24.8,15,17,-0.53,0.30,-0.23,104.3,105.0,-0.7,77.2,.233,.327,.521,.477,14.1,27.8,.193,.505,14.1,77.6,.206,32,201.6,29.7,70.7,.420,8.2,23.1,.354,21.5,47.6,.451,13.6,16.4,.829,10.0,26.1,36.1,17.3,6.8,3.9,12.8,18.4,81.1
2020/2021,WNBA,Los Angeles Sparks,12,20,.375,12.0,72.8,77.1,No,27.5,10,22,-4.34,0.55,-3.79,93.7,99.3,-5.6,77.1,.237,.306,.501,.462,15.4,17.4,.181,.476,19.2,71.4,.267,32,201.6,27.0,65.8,.411,6.8,20.1,.335,20.3,45.7,.444,11.9,15.6,.766,6.1,23.2,29.3,15.4,8.3,4.2,13.2,19.3,72.8
2021/2022,NBA,Boston Celtics,51,31,.622,—,111.8,104.5,Yes,26.1,59,23,7.28,-0.26,7.02,114.4,106.9,+7.5,96.6,.239,.425,.578,.542,12.4,24.0,.195,.502,12.5,77.3,.183,82,242.7,40.7,87.4,.466,13.2,37.1,.356,27.5,50.3,.547,17.0,20.9,.816,10.5,35.5,46.1,24.8,7.2,5.8,13.6,18.5,111.8
2021/2022,NBA,Philadelphia 76ers,51,31,.622,—,109.9,107.3,Yes,26.8,48,34,2.61,-0.04,2.57,113.5,110.8,+2.7,96.2,.282,.376,.578,.534,11.6,20.1,.232,.524,12.1,76.8,.192,82,241.5,39.4,84.5,.466,11.6,31.8,.364,27.8,52.7,.527,19.6,23.8,.821,8.5,33.8,42.3,23.7,7.7,5.3,12.5,19.4,109.9
2021/2022,NBA,Toronto Raptors,48,34,.585,3.0,109.4,107.1,Yes,24.8,47,35,2.29,0.08,2.38,112.9,110.5,+2.4,96.0,.234,.375,.543,.510,11.0,28.4,.177,.535,14.4,75.6,.199,82,242.1,40.6,91.3,.445,11.9,34.2,.349,28.7,57.1,.503,16.2,21.3,.759,13.4,32.0,45.3,22.1,9.0,4.6,12.5,19.6,109.4
2021/2022,NBA,Brooklyn Nets,44,38,.537,7.0,112.9,112.1,Yes,29.1,43,39,0.78,0.04,0.82,113.6,112.8,+0.8,99.0,.246,.359,.576,.540,12.5,23.9,.198,.521,11.7,75.1,.201,82,240.9,42.0,88.4,.475,11.5,31.7,.361,30.5,56.7,.538,17.5,21.7,.805,10.3,34.1,44.4,25.3,7.1,5.5,14.1,20.4,112.9
2021/2022,NBA,New York Knicks,37,45,.451,14.0,106.5,106.6,No,26.0,41,41,-0.12,0.11,-0.01,110.4,110.5,-0.1,95.9,.280,.428,.550,.513,12.0,25.1,.208,.521,11.7,78.8,.198,82,241.2,37.7,86.2,.437,13.2,36.9,.357,24.5,49.3,.497,18.0,24.1,.744,11.5,34.6,46.1,21.9,7.0,4.9,13.3,20.4,106.5
2021/2022,NBA,Milwaukee Bucks,51,31,.622,—,115.5,112.1,Yes,28.5,49,33,3.35,-0.14,3.22,115.1,111.8,+3.3,99.9,.257,.430,.580,.546,11.9,23.0,.199,.536,11.6,78.6,.165,82,240.9,41.8,89.4,.468,14.1,38.4,.366,27.8,51.0,.544,17.8,22.9,.776,10.2,36.5,46.7,23.9,7.6,4.0,13.4,18.2,115.5
2021/2022,NBA,Chicago Bulls,46,36,.561,5.0,111.6,112.0,Yes,26.3,40,42,-0.39,0.02,-0.38,113.2,113.6,-0.4,98.3,.248,.332,.579,.541,11.8,20.4,.201,.541,11.9,78.3,.199,82,240.6,41.7,86.9,.480,10.6,28.8,.369,31.1,58.1,.535,17.5,21.5,.813,8.7,33.7,42.3,23.9,7.1,4.1,12.8,18.8,111.6
2021/2022,NBA,Cleveland Cavaliers,44,38,.537,7.0,107.8,105.7,No,24.7,47,35,2.12,-0.08,2.04,111.9,109.7,+2.2,96.1,.261,.387,.571,.538,13.2,24.0,.198,.520,12.3,76.5,.172,82,240.6,39.7,84.6,.469,11.6,32.8,.355,28.1,51.9,.541,16.8,22.1,.760,10.2,34.0,44.2,25.2,7.1,4.2,14.4,17.5,107.8
2021/2022,NBA,Indiana Pacers,25,57,.305,26.0,111.5,114.9,No,26.0,32,50,-3.48,0.22,-3.26,112.6,116.1,-3.5,98.0,.239,.395,.564,.531,12.7,25.5,.184,.552,11.9,76.2,.204,82,242.4,41.4,89.5,.463,12.2,35.4,.344,29.3,54.1,.541,16.4,21.4,.768,11.3,32.6,43.9,25.4,7.1,5.6,14.4,20.4,111.5
2021/2022,NBA,Detroit Pistons,23,59,.280,28.0,104.8,112.5,No,23.6,22,60,-7.72,0.37,-7.36,106.0,113.8,-7.8,98.4,.249,.391,.533,.494,12.6,23.4,.194,.541,13.1,75.6,.226,82,241.2,38.2,88.6,.431,11.3,34.6,.326,26.9,54.0,.498,17.2,22.0,.782,11.0,32.0,43.0,23.5,7.7,4.8,14.2,21.9,104.8
2021/2022,NBA,Miami Heat,53,29,.646,—,110.0,105.6,Yes,28.2,53,29,4.45,-0.22,4.23,113.7,109.1,+4.6,95.9,.252,.422,.584,.547,13.4,23.5,.204,.524,13.8,78.0,.209,82,242.1,39.6,84.8,.467,13.6,35.8,.379,26.0,49.0,.531,17.3,21.4,.808,9.8,33.9,43.7,25.5,7.4,3.2,14.6,20.5,110.0
2021/2022,NBA,Atlanta Hawks,43,39,.524,10.0,113.9,112.4,Yes,26.1,45,37,1.56,-0.01,1.55,116.5,114.9,+1.6,97.7,.253,.390,.581,.543,10.8,23.0,.205,.543,11.5,76.9,.177,82,240.3,41.5,88.3,.470,12.9,34.4,.374,28.6,53.9,.531,18.1,22.3,.812,10.0,33.9,44.0,24.6,7.2,4.2,11.9,18.7,113.9
2021/2022,NBA,Charlotte Hornets,43,39,.524,10.0,115.3,114.9,No,25.5,42,40,0.44,0.09,0.53,114.1,113.7,+0.4,100.0,.234,.418,.572,.544,11.6,23.3,.173,.544,13.1,74.8,.187,82,242.4,42.8,91.4,.468,13.9,38.2,.365,28.8,53.3,.542,15.8,21.4,.740,10.8,33.7,44.6,28.1,8.6,4.9,13.3,19.9,115.3
2021/2022,NBA,Washington Wizards,35,47,.427,18.0,108.6,112.0,No,25.9,32,50,-3.38,0.15,-3.23,111.1,114.5,-3.4,97.0,.252,.356,.568,.532,12.1,20.9,.197,.529,10.7,76.9,.202,82,241.8,40.6,86.0,.472,10.5,30.6,.342,30.1,55.4,.543,17.0,21.7,.783,9.0,34.1,43.1,25.0,6.4,5.0,13.1,18.8,108.6
2021/2022,NBA,Orlando Magic,22,60,.268,31.0,104.2,112.2,No,23.3,21,61,-8.00,0.33,-7.67,104.5,112.5,-8.0,99.2,.223,.417,.538,.503,13.0,19.8,.175,.532,11.7,77.2,.196,82,241.2,38.3,88.3,.434,12.2,36.9,.331,26.1,51.4,.507,15.5,19.7,.787,9.1,35.2,44.3,23.7,6.8,4.5,14.5,19.7,104.2
2021/2022,NBA,Utah Jazz,49,33,.598,—,113.6,107.6,Yes,29.3,56,26,6.04,-0.37,5.67,116.7,110.5,+6.2,97.1,.271,.468,.589,.555,12.7,25.4,.208,.521,10.9,78.3,.164,82,240.6,40.6,86.2,.471,14.5,40.3,.360,26.0,45.8,.568,17.9,23.4,.767,10.8,35.6,46.3,22.4,7.2,4.9,14.0,18.9,113.6
2021/2022,NBA,Denver Nuggets,48,34,.585,1.0,112.7,110.4,Yes,27.7,47,35,2.30,-0.15,2.16,114.5,112.1,+2.4,97.8,.244,.416,.590,.556,13.2,21.9,.194,.537,11.7,78.3,.188,82,241.5,41.7,86.3,.483,12.7,35.9,.353,29.0,50.4,.575,16.7,21.0,.795,9.2,34.9,44.1,27.8,7.2,3.7,14.5,20.0,112.7
2021/2022,NBA,Minnesota Timberwolves,46,36,.561,3.0,115.9,113.3,Yes,24.2,48,34,2.63,-0.10,2.53,114.3,111.7,+2.6,100.9,.254,.454,.573,.539,12.4,24.4,.198,.535,14.2,74.9,.227,82,241.2,41.6,91.0,.457,14.8,41.3,.358,26.8,49.7,.540,18.0,23.1,.778,11.2,32.9,44.2,25.7,8.8,5.6,14.3,21.8,115.9
2021/2022,NBA,Portland Trail Blazers,27,55,.329,22.0,106.2,115.1,No,25.6,20,62,-8.88,0.33,-8.55,107.8,116.9,-9.1,98.3,.248,.422,.550,.515,13.0,22.9,.188,.559,12.7,76.9,.222,82,240.6,38.5,87.1,.442,12.7,36.8,.346,25.8,50.3,.513,16.4,21.6,.760,10.4,32.5,42.9,22.9,8.0,4.5,14.5,21.1,106.2
2021/2022,NBA,Oklahoma City Thunder,24,58,.293,25.0,103.7,111.8,No,22.4,21,61,-8.10,0.20,-7.90,104.6,112.8,-8.2,98.5,.223,.419,.530,.497,12.5,21.8,.169,.533,11.8,76.1,.169,82,241.5,38.3,89.1,.430,12.1,37.4,.323,26.2,51.8,.507,15.0,19.9,.756,10.4,35.2,45.6,22.2,7.6,4.6,14.0,18.3,103.7
2021/2022,NBA,Phoenix Suns,64,18,.780,—,114.8,107.3,Yes,27.5,59,23,7.50,-0.56,6.94,114.8,107.3,+7.5,99.8,.221,.354,.581,.549,11.6,22.3,.176,.510,13.0,77.1,.195,82,240.6,43.7,90.1,.485,11.6,31.9,.364,32.1,58.2,.551,15.9,19.9,.797,9.8,35.5,45.3,27.4,8.6,4.4,12.9,19.9,114.8
2021/2022,NBA,Golden State Warriors,53,29,.646,11.0,111.0,105.5,Yes,27.6,55,27,5.54,-0.02,5.52,112.5,106.9,+5.6,98.4,.235,.456,.582,.552,13.5,22.8,.181,.509,13.0,78.7,.201,82,240.6,40.5,86.4,.469,14.3,39.4,.364,26.2,47.0,.557,15.6,20.3,.769,9.8,35.7,45.5,27.1,8.8,4.5,14.9,21.0,111.0
2021/2022,NBA,Los Angeles Clippers,42,40,.512,22.0,108.4,108.4,No,27.5,41,41,0.02,0.06,0.09,110.1,110.1,0.0,98.0,.224,.391,.564,.531,12.5,20.6,.178,.514,12.0,74.4,.167,82,241.2,40.1,87.4,.458,12.8,34.2,.374,27.3,53.3,.512,15.5,19.6,.793,9.1,34.9,44.0,24.0,7.4,5.0,13.7,18.6,108.4
2021/2022,NBA,Los Angeles Lakers,33,49,.402,31.0,112.1,115.1,No,30.2,33,49,-3.05,-0.03,-3.08,110.3,113.3,-3.0,100.1,.259,.388,.567,.537,12.8,21.1,.190,.540,12.2,75.8,.192,82,243.7,41.6,88.8,.469,12.0,34.5,.347,29.7,54.3,.546,16.8,23.0,.732,9.5,34.5,44.0,24.0,7.6,5.2,14.5,20.2,112.1
2021/2022,NBA,Sacramento Kings,30,52,.366,34.0,110.3,115.8,No,25.8,28,54,-5.46,0.20,-5.26,109.9,115.3,-5.4,99.8,.264,.377,.561,.525,12.5,21.3,.203,.551,11.9,76.0,.176,82,241.5,40.5,88.1,.460,11.4,33.2,.344,29.1,54.9,.530,17.9,23.3,.768,9.6,33.4,42.9,23.7,7.2,4.5,14.1,18.9,110.3
2021/2022,NBA,Memphis Grizzlies,56,26,.683,—,115.6,109.9,Yes,24.0,55,27,5.68,-0.32,5.37,114.6,109.0,+5.6,100.3,.245,.346,.553,.522,11.2,30.0,.180,.523,13.3,77.8,.195,82,241.2,43.5,94.4,.461,11.5,32.7,.353,32.0,61.7,.519,17.0,23.1,.734,14.1,35.0,49.2,26.0,9.8,6.5,13.2,19.8,115.6
2021/2022,NBA,Dallas Mavericks,52,30,.634,4.0,108.0,104.7,Yes,26.7,50,32,3.30,-0.18,3.12,112.8,109.4,+3.4,95.4,.249,.439,.572,.538,11.7,21.3,.192,.521,12.2,78.0,.185,82,240.9,39.3,85.1,.461,13.1,37.4,.350,26.2,47.8,.548,16.4,21.2,.771,9.3,33.8,43.0,23.4,6.7,4.0,12.5,19.7,108.0
2021/2022,NBA,New Orleans Pelicans,36,46,.439,20.0,109.3,110.3,Yes,25.6,38,44,-0.99,0.15,-0.84,112.0,113.0,-1.0,97.2,.264,.365,.557,.517,12.5,26.9,.208,.547,13.0,78.2,.196,82,240.9,40.2,88.0,.457,10.6,32.1,.332,29.5,55.9,.528,18.3,23.2,.789,12.0,33.2,45.2,25.0,8.3,4.0,14.1,19.7,109.3
2021/2022,NBA,San Antonio Spurs,34,48,.415,22.0,113.2,113.0,No,24.5,41,41,0.12,-0.10,0.02,112.4,112.3,+0.1,100.0,.220,.345,.556,.527,11.1,23.7,.166,.532,12.1,75.1,.176,82,241.5,43.2,92.7,.467,11.3,32.0,.352,32.0,60.7,.527,15.4,20.4,.754,11.0,34.3,45.3,27.9,7.6,4.9,12.7,18.1,113.2
2021/2022,NBA,Houston Rockets,20,62,.244,36.0,109.7,118.2,No,24.1,21,61,-8.48,0.22,-8.26,108.4,116.7,-8.3,100.9,.284,.448,.565,.534,14.5,21.7,.202,.554,12.3,74.4,.206,82,240.9,39.4,86.4,.456,13.5,38.7,.349,25.9,47.7,.543,17.5,24.5,.713,9.6,32.4,42.0,23.6,7.3,4.7,16.5,20.6,109.7
2021/2022,WNBA,Chicago Sky,26,10,.722,—,86.3,81.3,Yes,30.0,25,11,5.00,-0.15,4.85,107.7,101.5,+6.2,79.2,.245,.309,.574,.535,15.5,22.7,.202,.483,14.4,76.2,.176,36,202.1,32.7,67.9,.481,7.2,20.9,.345,25.4,46.9,.542,13.7,16.6,.823,7.2,27.6,34.8,24.3,7.3,4.3,13.8,16.2,86.3
2021/2022,WNBA,Connecticut Sun,25,11,.694,1.0,85.8,77.8,Yes,28.0,29,7,8.03,-0.80,7.23,108.5,98.3,+10.2,78.5,.288,.261,.552,.508,15.6,31.6,.227,.494,17.6,79.5,.197,36,201.4,31.9,69.0,.462,6.4,18.0,.354,25.5,50.9,.500,15.7,19.9,.789,10.2,26.9,37.1,21.1,8.9,2.7,14.4,17.1,85.8
2021/2022,WNBA,Washington Mystics,22,14,.611,4.0,80.2,75.9,Yes,28.0,25,11,4.36,-0.55,3.82,103.5,97.8,+5.7,76.7,.268,.337,.538,.496,14.6,23.3,.210,.485,16.2,80.1,.195,36,202.1,29.3,66.8,.439,7.6,22.5,.338,21.7,44.2,.491,14.0,17.9,.784,8.0,26.9,34.9,20.3,7.6,3.7,12.8,15.9,80.2
2021/2022,WNBA,New York Liberty,16,20,.444,10.0,79.6,82.0,Yes,26.9,14,22,-2.39,0.42,-1.97,101.1,104.1,-3.0,77.9,.225,.414,.543,.504,16.6,20.7,.185,.469,13.0,75.4,.247,36,202.1,28.8,66.8,.431,9.7,27.6,.351,19.1,39.1,.488,12.4,15.0,.823,7.0,27.3,34.3,20.7,6.1,4.1,14.6,18.2,79.6
2021/2022,WNBA,Atlanta Dream,14,22,.389,12.0,78.5,81.5,No,26.2,13,23,-3.00,0.02,-2.98,98.1,101.8,-3.7,79.5,.253,.313,.516,.475,16.7,24.5,.197,.494,15.7,78.5,.240,36,201.4,28.8,68.4,.420,7.5,21.4,.351,21.2,47.0,.452,13.5,17.3,.777,8.6,26.8,35.4,17.6,7.8,3.1,15.2,19.5,78.5
2021/2022,WNBA,Indiana Fever,5,31,.139,21.0,78.0,89.1,No,25.4,5,31,-11.08,1.06,-10.02,96.6,110.3,-13.7,80.2,.279,.290,.500,.458,16.3,26.6,.208,.526,15.5,72.7,.248,36,201.4,28.4,69.4,.409,6.8,20.1,.338,21.6,49.3,.437,14.4,19.4,.746,9.8,23.5,33.3,18.0,7.2,3.6,15.1,20.0,78.0
2021/2022,WNBA,Las Vegas Aces,26,10,.722,—,90.4,84.1,Yes,26.9,26,10,6.36,-0.59,5.78,111.9,104.0,+7.9,80.6,.282,.376,.573,.528,12.3,19.9,.232,.502,13.9,77.6,.185,36,200.7,32.3,70.3,.460,9.5,26.4,.361,22.8,43.8,.520,16.3,19.8,.823,6.9,28.4,35.4,20.8,7.7,3.9,11.1,15.8,90.4
2021/2022,WNBA,Seattle Storm,22,14,.611,4.0,82.5,78.4,Yes,29.7,24,12,4.11,-0.20,3.91,104.9,99.7,+5.2,78.3,.219,.372,.547,.509,14.5,21.8,.180,.485,16.1,75.0,.172,36,200.7,30.4,68.8,.442,9.3,25.6,.361,21.2,43.2,.490,12.4,15.1,.825,7.8,25.8,33.6,22.6,8.3,4.2,12.8,15.6,82.5
2021/2022,WNBA,Dallas Wings,18,18,.500,8.0,82.9,82.8,Yes,25.4,18,18,0.19,-0.16,0.04,106.6,106.3,+0.3,77.6,.304,.331,.536,.492,14.1,27.6,.232,.514,15.2,75.9,.224,36,200.7,29.7,68.2,.435,7.8,22.6,.343,21.9,45.6,.480,15.9,20.8,.764,9.6,24.3,33.8,18.8,7.1,3.7,12.7,18.8,82.9
2021/2022,WNBA,Phoenix Mercury,15,21,.417,11.0,81.1,84.1,Yes,29.9,14,22,-3.00,0.04,-2.97,102.6,106.4,-3.8,78.2,.280,.401,.543,.495,15.1,19.9,.229,.501,15.5,71.5,.222,36,202.1,28.6,66.5,.429,8.8,26.7,.329,19.8,39.8,.497,15.2,18.6,.817,6.8,24.3,31.2,19.2,7.4,4.5,13.3,19.8,81.1
2021/2022,WNBA,Minnesota Lynx,14,22,.389,12.0,82.4,83.9,No,28.5,16,20,-1.47,0.29,-1.19,104.4,106.3,-1.9,78.4,.290,.293,.545,.501,16.1,26.7,.227,.503,12.9,78.0,.199,36,201.4,30.2,67.1,.450,6.8,19.6,.348,23.4,47.4,.493,15.2,19.4,.784,8.9,28.0,36.9,20.6,6.1,2.8,14.6,16.9,82.4
2021/2022,WNBA,Los Angeles Sparks,13,23,.361,13.0,79.4,86.6,No,27.2,8,28,-7.11,0.62,-6.49,99.6,108.6,-9.0,79.5,.273,.253,.530,.487,15.6,20.6,.215,.532,17.1,73.5,.244,36,200.7,29.8,66.9,.446,5.4,16.9,.320,24.4,50.0,.489,14.4,18.3,.786,6.9,23.4,30.4,18.9,8.6,3.9,13.8,18.3,79.4
